sentence_id,title,sentence_text,paragraph_text,origin_sentence,category
121850,m01000232,"כ ה אמור לעיל , עדות של היא של ה מתלוננת הייתה בלתי מהימנה .","בסיכומו של דבר, לא הוכח בפני ביהמ""ש כי הנאשמים קיימו עם המתלוננת יחסי מין בניגוד לרצונה. לא הוכח כי הנאשמים הישמשו בכוח או לחצו על המתלוננת לקיים עמם יחסי מין. כאמור לעיל, עדותה של המתלוננת הייתה בלתי מהימנה. הנאשמים טענו כי המתלוננת הסכימה לכל שהתרחש באותו אירוע וכי התגפפה עמם בגלוי בפני קהל רב של אנשים בפאב. המשטרה לא חקרה טענות אלה ואף לא ניסתה לאתר את האנשים ששהו בפאב באותו ערב או לשאול את בעלי הפאב אם ראו משהו ממה שהתרחש בשולחנם של הנאשמים והמתלוננת. על כן, מחדל זה בחקירת המשטרה ומחדלים אחרים, כפי שפורט לעיל, פועלים לטובת הנאשמים במובן זה שטענתם לעניין הסכמתה של המתלוננת למגעים מיניים בינה ובין הנאשמים בפאב לא נסתרה."," כאמור לעיל, עדותה של המתלוננת הייתה בלתי מהימנה","לא אמינה כי לא עקבית, הציגה סתירות"
121883,m01000232,ב שני מסמכים שונים ש הוצאו על ידי ה מחלקה ל רפואה דחופה ב בית ה חולים כרמל ניתן להבחין ב שתי גרסאות שונות של ה מתלוננת .,"נראה כי גרסתה של המתלוננת לעניין האונס התפתחה רק עם הגיען של המתלוננת וחברתה לבית החולים ולאחר הפגישה בין המתלוננת לאחותה. בשני מסמכים שונים שהוצאו על ידי המחלקה לרפואה דחופה בבית החולים כרמל ניתן להבחין בשתי גרסאות שונות של המתלוננת. במסמך נ/4 נכתב ""פנתה לאחר קיום יחסי מין ע""מ לוודא לדבריה האם הייתה פליטת זרע מחשש מאידס"". באותו מסמך פורט כי הוסבר למתלוננת כי בדיקה לנוכחות זרע נעשית רק בערכת אונס לאחר תלונה. לעומת זאת, במסמך נ/5 צוין כי ""פנתה לאחר קיום יחסי מין נגד רצונה"". לאור האמור לעיל, נראה כי כתוצאה מרצונה של המתלוננת להבדק ומאחר והוסבר לה כי תוכל להבדק בבית החולים כרמל רק באמצעות ערכת אונס לאחר שתתלונן כנגד הנאשמים בגין אונס, החליטה המתלוננת להתלונן כנגד הנאשמים כי אנסו אותה.", בשני מסמכים שונים שהוצאו על ידי המחלקה לרפואה דחופה בבית החולים כרמל ניתן להבחין בשתי גרסאות שונות של המתלוננת,"לא אמינה כי לא עקבית, הציגה סתירות"
121889,m01000232,"לעומת גרסה של היא ה מעורערת של ה מתלוננת עומדות גרסא של הם ה עקביות ו ה אמינות של שלושת ה נאשמים , אשר מתיישבות זו עם זו .","לעומת גרסתה המעורערת של המתלוננת עומדות גרסאותיהם העקביות והאמינות של שלושת הנאשמים, אשר מתיישבות זו עם זו. הנאשמים מסרו למשטרה כבר בהזדמנות הראשונה, מיד עם מעצרם, כי אכן קיימו יחסי מין עם המתלוננת וכי אכן הכירו אותה ובילו איתה, אך טענו כי הכל נעשה בהסכמתה (ראה, למשל, ת/18). הנאשמים שיתפו פעולה עם חוקריהם מיד בתחילת החקירה (ראה עמ' 49 לפרוטוקול ש' 7-15 ועמ' 59 לפרוטוקול ש' 4-18). לא נתגלו שינויים מהותיים בין הגרסאות שמסרו הנאשמים במשטרה ובין עדויותיהם בפני ביהמ""ש ועל כן עדויותיהם מתקבלות כמהימנות.","לעומת גרסתה המעורערת של המתלוננת עומדות גרסאותיהם העקביות והאמינות של שלושת הנאשמים, אשר מתיישבות זו עם זו","לא אמינה כי לא עקבית, הציגה סתירות"
122008,m01000232,"ב ענייננו , כפי ש פורט לעיל , גרסה של היא של ה מתלוננת הינה בלתי מהימנה ו לא ניתן לקבל את טענה של היא כי התנגדה ל קיום יחסי ה מין עם ה נאשמים ו זאת לאור ה סתירות ו התמיהות ה עולות מגרסה של היא .","בענייננו, כפי שפורט לעיל, גרסתה של המתלוננת הינה בלתי מהימנה ולא ניתן לקבל את טענותיה כי התנגדה לקיום יחסי המין עם הנאשמים וזאת לאור הסתירות והתמיהות העולות מגרסתה. כמו כן, מהתנהגותה של המתלוננת, אשר המשיכה לשהות עם הנאשמים בפאב לאחר שלטענתה נאנסה על ידי הנאשם 1 בשירותי הפאב ולאחר מכן אף נסעה ביחד עם הנאשמים לדירתו של הנאשם 2 ולא הביעה כל התנגדות לנסיעה זו, ניתן להסיק כי המתלוננת לא התנגדה למעשים. בנסיבות אלו, יכלו הנאשמים לטעות בתום לב, טעות כנה וסבירה, ולפרש את התנהגותה של המתלוננת כהסכמה ורצון בקיום יחסי מין עמם, ובמיוחד שהאירוע בדירה היה בהמשך לאירוע בפאב, שגם בו שידרה המתלוננת מסר של הסכמה, כאשר לאחר מכן חזרה לשולחן והמשיכה לשבת ולשוחח עם הנאשמים.נ","בענייננו, כפי שפורט לעיל, גרסתה של המתלוננת הינה בלתי מהימנה ולא ניתן לקבל את טענותיה כי התנגדה לקיום יחסי המין עם הנאשמים וזאת לאור הסתירות והתמיהות העולות מגרסתה","לא אמינה כי לא עקבית, הציגה סתירות"
123263,SH-09-2568-196,"לא נעלמה מ עיני ה עובדה ש מדובר ב הרשעה על סמך עדות יחידה של ה מתלוננת , אך חרף זאת מצאתי ש ניתן להסתפק ב עדות זו ל צורך ה רשעה .","לא נעלמה מעיני העובדה שמדובר בהרשעה על סמך עדות יחידה של המתלוננת, אך חרף זאת מצאתי שניתן להסתפק בעדות זו לצורך הרשעה. בנוסף, עדויות האם והאחות כאמור, משמשות חיזוק לאמיתות עדות המתלוננת ולסערת הרגשות בה היתה נתונה מיד לאחר האירוע.","לא נעלמה מעיני העובדה שמדובר בהרשעה על סמך עדות יחידה של המתלוננת, אך חרף זאת מצאתי שניתן להסתפק בעדות זו לצורך הרשעה","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת"
124103,ME-08-1012-33,"ל גישת ה תובעת , עדות של היא של ה מתלוננת הייתה קולחת ו עקבית ו היא השיבה ל כל ה שאלות ש הוטחו ב היא , ו הסבריה ל עיכוב ב הגשת ה תלונה היו הסברים הגיוניים .","התביעה 6. התובעת, עו""ד יעל תרם, ציינה כי העדות המרכזית בתיק זה הינה עדותה של המתלוננת, אשר הייתה בעת האירועים, נשוא כתב האישום, כבת 24. הגם שהמתלוננת לא ידעה להצביע על תאריכים מדויקים בהם התרחשו האירועים, הרי שידעה לספר על הסדר הכרונולוגי שלהם ודבריה קיבלו חיזוק בראיות נוספות. אכן, המתלוננת לא חשפה בפני חברותיה את העובדה כי הנאשם אנס אותה, אך זאת בשל הבושה שחשה לחשוף אירוע זה, לאחר שהייתה מעורבת בתיק אונס אחר בעניינו של חנן גולדבלט. לגישת התובעת, עדותה של המתלוננת הייתה קולחת ועקבית והיא השיבה לכל השאלות שהוטחו בה, והסבריה לעיכוב בהגשת התלונה היו הסברים הגיוניים. גם אם ניתן למצוא אי דיוק, השמטת פרט או סתירה כלשהי, הרי אלו אינם יורדים לשורשו של עניין ואין בכך כדי לפגום באמינות המתלוננת. התובעת מוסיפה וטוענת כי במהלך עדותה וחקירותיה במשטרה, לא ניסתה המתלוננת להעצים את המקרה והיא הקפידה לתאר את אשר ארע בדיוק מוחלט, מבלי להוסיף פרטים לגרסתה או לשוות להם נופך מחמיר יותר. אין ספק כי המתלוננת לא ביקשה להרע לנאשם או להעליל עליו עלילת שווא, אלא למסור את אשר ביצע בה הנאשם בניגוד לרצונה."," לגישת התובעת, עדותה של המתלוננת הייתה קולחת ועקבית והיא השיבה לכל השאלות שהוטחו בה, והסבריה לעיכוב בהגשת התלונה היו הסברים הגיוניים","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל"
124127,ME-08-1012-33,"נטען כי לעומת עדות של היא ה מהימנה של ה מתלוננת , הייתה גרסת ה נאשם בלתי אמינה , כאשר ל דעת ה תביעה "" דבר של הוא מלאים ב תמיהות , גרסה של הוא כבושה ו מלאה ב פרטים נוספים ש העלה לראשונה ב עדות של הוא ב בית ה משפט ... "" .","נטען כי לעומת עדותה המהימנה של המתלוננת, הייתה גרסת הנאשם בלתי אמינה, כאשר לדעת התביעה ""דבריו מלאים בתמיהות, גרסתו כבושה ומלאה בפרטים נוספים שהעלה לראשונה בעדותו בבית המשפט..."".","נטען כי לעומת עדותה המהימנה של המתלוננת, הייתה גרסת הנאשם בלתי אמינה, כאשר לדעת התביעה ""דבריו מלאים בתמיהות, גרסתו כבושה ומלאה בפרטים נוספים שהעלה לראשונה בעדותו בבית המשפט",עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט
124158,ME-08-1012-33,"ל גישת ה סנגור , עדות של היא של ה מתלוננת הינה בעייתית ו בלתי מהימנה , ו אין ניתן להשתית על היא הרשעה פלילית , ו בעיקר כש מדובר ב עדות יחידה .","לגישת הסנגור, עדותה של המתלוננת הינה בעייתית ובלתי מהימנה, ואין ניתן להשתית עליה הרשעה פלילית, ובעיקר כשמדובר בעדות יחידה. כבר בתחילת עדותה במשטרה, לא מסרה המתלוננת אמת בכך שטענה כי הנאשם, המתגורר בעפולה, ""היה מגיע לישון אצלי בקרית-עקרון"", בעוד שאין חולק כי המגורים המשותפים בקרית-עקרון היו בדירה השכורה ולא בביתה של המתלוננת. המתלוננת לא נקבה, ולו בתאריך ספציפי אחד הנוגע לתלונתה, למעט לגבי מועד חתימת החוזה, 22.04.2007, למרות שמדובר בתלונה שהוגשה שבועות ספורים לאחר התרחשות האירועים. עוד נטען כי גרסתה של המתלוננת מהבחינה הכרונולוגית, איננה מתיישבת עם ראיות אובייקטיביות שהוגשו לבית המשפט.","לגישת הסנגור, עדותה של המתלוננת הינה בעייתית ובלתי מהימנה, ואין ניתן להשתית עליה הרשעה פלילית, ובעיקר כשמדובר בעדות יחידה","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל"
124201,ME-08-1012-33,"ל ה סיכום , טוען ב""כ ה נאשם כי עדות של היא ה יחידה של ה מתלוננת הינה בעייתית ביותר ו אין כל אפשרות להשתית על היא הרשעה .","לסיכום, טוען ב""כ הנאשם כי עדותה היחידה של המתלוננת הינה בעייתית ביותר ואין כל אפשרות להשתית עליה הרשעה. לעומת עדות זו, מסר הנאשם את גרסתו המלאה, כבר בהזדמנות הראשונה, כאשר גרסתו הינה עקבית ועומדת במבחני האמת העובדתית והאובייקטיבית. בכל מקרה, קיים ספק לגבי אשמתו של הנאשם, דבר שצריך להביא לזיכויו מהעבירות המיוחסות לו בכתב האישום.","לסיכום, טוען ב""כ הנאשם כי עדותה היחידה של המתלוננת הינה בעייתית ביותר ואין כל אפשרות להשתית עליה הרשעה",עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט
126950,k00018098p,"אך יודגש , כ מצויין גם ב ראשית דבר של אנחנו , כי עיקר מלאכה של הוא של בית ה משפט ב תיק זה תהא להכריע בין ה גירסאות ה סותרות של ה מתלוננת מ זה ו של ה נאשמים מ זה , ו לקבוע מי מן הם דובר אמת ו מי נמנע מ כך .","אך יודגש, כמצויין גם בראשית דברינו, כי עיקר מלאכתו של בית המשפט בתיק זה תהא להכריע בין הגירסאות הסותרות של המתלוננת מזה ושל הנאשמים מזה, ולקבוע מי מהם דובר אמת ומי נמנע מכך. לשון אחר, תיק זה דינו להחרץ, לשבט או לחסד, על פי מעמדן ומשקלן של עדויות המתלוננת, הנאשמים והעדים הנוספים שהעידו במשפט. ברי לנו, כי גם ספק קל בגירסת המתלוננת יש בו כדי להביא לזיכויים של הנאשמים מהעבירה שיוחסה להם.","אך יודגש, כמצויין גם בראשית דברינו, כי עיקר מלאכתו של בית המשפט בתיק זה תהא להכריע בין הגירסאות הסותרות של המתלוננת מזה ושל הנאשמים מזה, ולקבוע מי מהם דובר אמת ומי נמנע מכך",לא רלוונטי
127161,k00018098p,"עדות של היא של ה מתלוננת , על אף ה סתירות ש ב היא , היתה מהימנה על אנחנו .","סיכומה של התרשמותנו 15. עדותה של המתלוננת, על אף הסתירות שבה, היתה מהימנה עלינו. קשה להניח שהיא היתה חושפת בפני העדים אביטן, אסולין, החוקרת ימני, ד""ר גייטס, סיפור בדוי וכה חריג בקיצוניותו. אמנם, הפסיכיאטר, ד""ר אייזיק, שראה אותה בסביבות השעה 08:00 - כארבע שעות לאחר הגעתה לבית החולים - תיאר מצב של רגש כעסני המתאים, לדבריו, לתופעה של ""ADD"", כאשר המתלוננת כעסה עליו, השיבה לו בחוצפה ורצתה לעזוב כבר את בית החולים, אך אין לשכוח כי עוד טרם פגש אותה ד""ר אייזיק ראו אותה העדים אביטן, אסולין, החוקרת ימני וגם אמה. כולם תיארו את מצבה כפי שתאם את תיאורה בעדותה בפנינו. כבר ציינו לעיל את חפצה של המתלוננת לסיים החקירה מהר ככל שניתן, כדי להגיע למקלחת, לבכות ולישון, כך שאין כל סתירה בין רצונה זה לבין התנהגותה כפי שתוארה ע""י ד""ר אייזיק."," עדותה של המתלוננת, על אף הסתירות שבה, היתה מהימנה עלינו","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת"
128122,ME-08-04-4869-1,"עדות של הוא ה אמינה של ה מתלונן ה נתמכת , בין ה יתר , ב נזק ה נפשי ה חמור ש נגרם ל הוא , מצביעה כי אכן חווה פגיעה מינית חמורה .","66. טענה זו נדחית בשל נימוקים אלה: א. עדותו האמינה של המתלונן הנתמכת, בין היתר, בנזק הנפשי החמור שנגרם לו, מצביעה כי אכן חווה פגיעה מינית חמורה."," עדותו האמינה של המתלונן הנתמכת, בין היתר, בנזק הנפשי החמור שנגרם לו, מצביעה כי אכן חווה פגיעה מינית חמורה",אמינה בגלל חיזוק חיצוני
128136,ME-08-04-4869-1,"עיקר טענת ה נאשם , כבר ב חקירה ב ה משטרה , היא כי ה עלילה נרקמה על ידי מ. , ו הטענה , ש הועלתה לראשונה ב בית ה משפט , היא ניסיון נואש של ה נאשם ליתן מענה ל עדות של הוא ה קשה ו ה נוקבת של ה מתלונן .","ה. אין גם בסיס לטענה שהעלילה מונעת מהעברת הכעס מהדוד י. לנאשם, אשר איפשר בהתנהגותו את פגיעת הדוד י. במתלונן. עיקר טענת הנאשם, כבר בחקירה במשטרה, היא כי העלילה נרקמה על ידי מ., והטענה, שהועלתה לראשונה בבית המשפט, היא ניסיון נואש של הנאשם ליתן מענה לעדותו הקשה והנוקבת של המתלונן."," עיקר טענת הנאשם, כבר בחקירה במשטרה, היא כי העלילה נרקמה על ידי מ","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל"
128175,ME-08-04-4869-1,"עם זאת , מ ה נסיבות ה אופפות את ה מעשים , כפי ש תוארו ב עדות של הוא ה אמינה של ה מתלונן , עולות נסיבות ה לוואי של ה מעשים ה מצביעות לפחות על ניסיון להחדיר את איברט של אנחנו לפי ה טבעת של ה מתלונן .","עם זאת, מהנסיבות האופפות את המעשים, כפי שתוארו בעדותו האמינה של המתלונן, עולות נסיבות הלוואי של המעשים המצביעות לפחות על ניסיון להחדיר את איבר מינו לפי הטבעת של המתלונן.","עם זאת, מהנסיבות האופפות את המעשים, כפי שתוארו בעדותו האמינה של המתלונן, עולות נסיבות הלוואי של המעשים המצביעות לפחות על ניסיון להחדיר את איבר מינו לפי הטבעת של המתלונן",לא רלוונטי
128299,ME-08-04-4869-1,"קביעה של הוא של בית ה משפט ה מחוזי , לפי היא ה סתירות בין גרסאה של היא ה שונות של ה מתלוננת ש על הן הצביע ה מערער אינן מהותיות , מקובלות על אני .","מקום בו מדובר בעבירות מין במשפחה, בייחוד כשהקורבן הייתה ילדה קטנה בעת ביצוען ונצרה את הדברים בליבה במשך שנים רבות, ייתכנו אי דיוקים בתיאור הפרטים או בניסוח הדברים. בית המשפט המחוזי קבע כי ""ניתן להניח שחשיפת הדברים בפני הגורמים השונים, לאחר תקופה בה שמרה את הסוד בליבה, לא הייתה קלה ואין להוציא מכלל אפשרות, כי עקב המתח הרב בו הייתה המתלוננת במהלך חשיפת האירועים, לא דייקה בתיאור הפרטים או שניסוחיה לא היו מדוייקים דיים כך שניתן היה לפרשם בדרכים שונות""... קביעה זו מקובלת עליי. יתרה מזאת, הלכה היא כי ""אין לצפות מאדם כי יזכור פרטי אירוע טראומטי כאילו תיעד אותו בזמן אמת, במיוחד כאשר מדובר בקורבן עבירת מין. לפיכך, השאלה איננה אם קיימים אי דיוקים ואי התאמות בפרטים, אלא אם המקשה כולה היא אמינה ואם הגרעין הקשה של האירועים והתמונה הכוללת המתקבלת מן העדות והחיזוקים לה מאפשרת מסקנה בדבר אשמת הנאשם מעבר לכל ספק"" [ע""פ 993/00 נור נ' מדינת ישראל, פ""ד נו (6) 205, 233 (2002); ראו גם  פלוני נ' מדינת ישראל ([פורסם בנבו], 16.7.2007) פסקה 14]. קביעתו של בית המשפט המחוזי, לפיה הסתירות בין גרסאותיה השונות של המתלוננת שעליהן הצביע המערער אינן מהותיות, מקובלות עליי. בית המשפט המחוזי חזר והדגיש כי ""גרעין עדותה"" של המתלוננת זהה בכל הגרסאות וכי המתלוננת נחקרה אודות סתירות נטענות אלה ו""עמדה בגאון על עיקרי עדותה...""."," קביעתו של בית המשפט המחוזי, לפיה הסתירות בין גרסאותיה השונות של המתלוננת שעליהן הצביע המערער אינן מהותיות, מקובלות עליי","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת"
128727,ME-10-07-35429-3,עדות של היא ה מיידית של ה מתלוננת נתמכת ב חיזוקים רבים ו ה ראשון ש ב הם מצב של היא ה נפשי מיד לאחר ה אירוע .,"עדותה המיידית של המתלוננת נתמכת בחיזוקים רבים והראשון שבהם מצבה הנפשי מיד לאחר האירוע. בחקירתה הראשונה שנערכה בבוקרו של הארוע, העדה נראית נסערת (ר' חקירה מצולמת ת/41) ותארה כך את תחושותיה: ""אני הרגשתי הרוסה, בא לי לבכות, בא לי לצעוק...מתפרצת בבכי"", (ת/40 שורה 76).",עדותה המיידית של המתלוננת נתמכת בחיזוקים רבים והראשון שבהם מצבה הנפשי מיד לאחר האירוע,אמינה בגלל חיזוק חיצוני
130752,SH-09-5632-185,"מ סקנתי זאת נשענת על 3 אדנים מרכזיים : ( 1 ) עדות של היא ה מהימנה של ה מתלוננת ; ( 2 ) מצב של היא ה נפשי ה נסער בעקבות ה אירוע ; ( 3 ) אמרה של הוא ה מפלילה של ה נאשם ל ה שוטרים ב ה שטח , ו ה יעדר אמון ב גרסה של הוא .","מסקנתי זאת נשענת על 3 אדנים מרכזיים: (1) עדותה המהימנה של המתלוננת; (2) מצבה הנפשי הנסער בעקבות האירוע; (3) אמרתו המפלילה של הנאשם לשוטרים בשטח, והיעדר אמון בגרסתו.","מסקנתי זאת נשענת על 3 אדנים מרכזיים: (1) עדותה המהימנה של המתלוננת; (2) מצבה הנפשי הנסער בעקבות האירוע; (3) אמרתו המפלילה של הנאשם לשוטרים בשטח, והיעדר אמון בגרסתו",אמינה בגלל שהנאשם לא אמין
130756,SH-09-5632-185,עדות של היא ה מהימנה של ה מתלוננת,עדותה המהימנה של המתלוננת,עדותה המהימנה של המתלוננת,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
130776,SH-09-5632-185,"מ סקנתי ב דבר מהימנות עדות ה מתלוננת מתקבלת אף לאחר ש ב חנתי את כל אותן סתירות על הן הצביע ה סניגור , ו ה גם ש ברור כי עדות של היא של ה מתלוננת לא הייתה נטולת קשיים .","14. מסקנתי בדבר מהימנות עדות המתלוננת מתקבלת אף לאחר שבחנתי את כל אותן סתירות עליהן הצביע הסניגור, והגם שברור כי עדותה של המתלוננת לא הייתה נטולת קשיים."," מסקנתי בדבר מהימנות עדות המתלוננת מתקבלת אף לאחר שבחנתי את כל אותן סתירות עליהן הצביע הסניגור, והגם שברור כי עדותה של המתלוננת לא הייתה נטולת קשיים","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת"
132519,ME-10-06-32318-4,"ה נאשם מסר גרסה תמימה , לפי היא ב מהלך ה מפגש , ה מתלוננת ו הוא שוחחו , שיחקו עם חתול של הוא ו עם מכשיר ה "" אייפון "" של הוא .","לטענת הנאשם, לא אירעו מעשים מיניים בינו לבין המתלוננת, עת שהו בדירתו. הנאשם מסר גרסה תמימה, לפיה במהלך המפגש, המתלוננת והוא שוחחו, שיחקו עם חתוליו ועם מכשיר ה""אייפון"" שלו. מנגד, ניצבת גרסת המתלוננת, הטוענת למעשים מיניים שביצע בה הנאשם, שלא בהסכמתה החופשית."," הנאשם מסר גרסה תמימה, לפיה במהלך המפגש, המתלוננת והוא שוחחו, שיחקו עם חתוליו ועם מכשיר ה""אייפון"" שלו",לא רלוונטי
132522,ME-10-06-32318-4,"על מנת להכריע בין גרסא של הם ה סותרות של ה נאשם ו ה מתלוננת , נפנה אפוא לבחון מהימנות גרסאות אלו , ו כן את מידת השתלבות של הן ב מארג יתר ה ראיות ש הובאו ב פנין של הוא .","על מנת להכריע בין גרסאותיהם הסותרות של הנאשם והמתלוננת, נפנה אפוא לבחון מהימנות גרסאות אלו, וכן את מידת השתלבותן במארג יתר הראיות שהובאו בפנינו.","על מנת להכריע בין גרסאותיהם הסותרות של הנאשם והמתלוננת, נפנה אפוא לבחון מהימנות גרסאות אלו, וכן את מידת השתלבותן במארג יתר הראיות שהובאו בפנינו",לא רלוונטי
133597,ME-11-06-2965-391,"שלישית , טוען ב""כ ה נאשם כי גרסה של היא ה שקרית של ה מתלוננת נולדה לאחר ש התברר ל היא כי בן זוג של היא שאהר גילה את ה עובדה ש היא בילתה ב אותו לילה עם גבר אחר , ו מתוך פחד של היא ש לא יאונה ל היא כל רע מ ידי בן זוג של היא , איש אלים ו חם מזג , ה מציאה את סיפור ה חטיפה ו ה אונס , על מנת להסיט את ה אשמה ל "" בילויה "" עם ה נאשם מן היא ל ה נאשם עצמו .","שלישית, טוען ב""כ הנאשם כי גרסתה השקרית של המתלוננת נולדה לאחר שהתברר לה כי בן זוגה שאהר גילה את העובדה שהיא בילתה באותו לילה עם גבר אחר, ומתוך פחדה שלא יאונה לה כל רע מידי בן זוגה, איש אלים וחם מזג, המציאה את סיפור החטיפה והאונס, על מנת להסיט את האשמה ל""בילויה"" עם הנאשם ממנה לנאשם עצמו. כראיה לכך שמדובר באיש אלים ומסוכן, מפנה הסנגור המלומד לעובדה ששנה לאחר האירוע נשוא כתב האישום הגישה המתלוננת תלונה נגד שאהר בגין אלימות במשפחה, ושאהר הורשע ונגזר עליו תקופת מאסר לריצוי בפועל.","שלישית, טוען ב""כ הנאשם כי גרסתה השקרית של המתלוננת נולדה לאחר שהתברר לה כי בן זוגה שאהר גילה את העובדה שהיא בילתה באותו לילה עם גבר אחר, ומתוך פחדה שלא יאונה לה כל רע מידי בן זוגה, איש אלים וחם מזג, המציאה את סיפור החטיפה והאונס, על מנת להסיט את האשמה ל""בילויה"" עם הנאשם ממנה לנאשם עצמו",עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט
133842,ME-11-06-2965-391,איני מתעלם מן ה קשיים ש ב עדות של היא ה כוללת של ה מתלוננת .,איני מתעלם מן הקשיים שבעדותה הכוללת של המתלוננת.,איני מתעלם מן הקשיים שבעדותה הכוללת של המתלוננת,"אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת"
133862,ME-11-06-2965-391,"גרסה שקרית זו של ה מתלוננת היא משמעותית ביותר , מאחר ש ה עבר ה משותף של היא ו של ה נאשם בוודאי מקרין לא רק על מידת ה מהימנות ש יש ל יחס ל מתלוננת ב אופן כללי , אלא אף על מידת ה מהימנות ש יש ל יחס ל גרסה של הוא של ה נאשם ש ה שניים התחבקו ו התנשקו ו זרמו לקראת יחסים אינטימיים גם ב ליל ה אירוע נשוא כתב ה אישום .","גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום. אם אכן קיימו יחסים מיניים ביניהם גם בעבר, יותר סביר לקבל את הגרסה שהייתה פתיחות מצד המתלוננת גם באותו לילה לקיום יחסים עמו.","גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום","לא אמינה כי לא עקבית, הציגה סתירות"
135219,SH-07-4824-71,"( עמ' 44 ש' 5 - 10 ) הערכת מהימנות ו קביעת ממצא של אני עובדה כבר עתה אומר כי לאחר ש האזנתי ל דברי ה עדים ו בחנתי את עדות של הם ב פני , אני מעדיף ללא היסוס את גירסת ה מתלוננת ל אירועים ו דוחה לחלוטין את גירסת ה נאשם , ו זאת לאחר ש הזהרתי עצמי כ מתחייב מ הוראת ל כי ה מדובר ב הכרעה על בסיס עדות יחידה של מתלוננת ב עבירת מין .","(עמ' 44 ש' 5-10) הערכת מהימנות וקביעת ממצאי עובדה כבר עתה אומר כי לאחר שהאזנתי לדברי העדים ובחנתי את עדותם בפני, אני מעדיף ללא היסוס את גירסת המתלוננת לאירועים ודוחה לחלוטין את גירסת הנאשם, וזאת לאחר שהזהרתי עצמי כמתחייב מהוראת  ל כי המדובר בהכרעה על בסיס עדות יחידה של מתלוננת בעבירת מין.","(עמ' 44 ש' 5-10) הערכת מהימנות וקביעת ממצאי עובדה כבר עתה אומר כי לאחר שהאזנתי לדברי העדים ובחנתי את עדותם בפני, אני מעדיף ללא היסוס את גירסת המתלוננת לאירועים ודוחה לחלוטין את גירסת הנאשם, וזאת לאחר שהזהרתי עצמי כמתחייב מהוראת  ל כי המדובר בהכרעה על בסיס עדות יחידה של מתלוננת בעבירת מין",אמינה בגלל שהנאשם לא אמין
135358,SH-07-4824-71,סיכום ה תרשמותי מ ה מתלוננת אין ספק ב עין של אני כי עדות של היא של ה מתלוננת הינה מהימנה ו בעלת מידת אמינות גבוהה .,"סיכום התרשמותי מהמתלוננת אין ספק בעיני כי עדותה של המתלוננת הינה מהימנה ובעלת מידת אמינות גבוהה. תיאור האירוע על ידיה הינו קוהרנטי, הגיוני ועקבי – לכל אורך הדרך, החל מהשיחה עם שרון ועד עדותה בבית המשפט.",סיכום התרשמותי מהמתלוננת אין ספק בעיני כי עדותה של המתלוננת הינה מהימנה ובעלת מידת אמינות גבוהה,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
