sentence_id,title,sentence_text,paragraph_text,origin_sentence
227453,SH-13-04-2983-111,"כ ה אמור לעיל , ה מתלוננת 3 עשתה רושם מהימן ביותר , ו לאור סימני ה אמת ה עולים מעדות של היא , ניכר כי העידה אמת , ו על אף ה זהירות ה רבה ה נדרשת כאשר מדובר ב גרסת מתלוננת כנגד כפירת ה נאשם , שוכנעתי כי ב מקרה דנן הן יש מקום לקבל את גרסה של היא ב מלוא של היא .","42. במקרה דנא, סבורני שמן הראוי להרשיע את הנאשם על סמך מכלול ראיות התביעה ובראשן עדות המתלוננת 3. כאמור לעיל, המתלוננת 3 עשתה רושם מהימן ביותר, ולאור סימני האמת העולים מעדותה, ניכר כי העידה אמת, ועל אף הזהירות הרבה הנדרשת כאשר מדובר בגרסת מתלוננת כנגד כפירת הנאשם, שוכנעתי כי במקרה דנן יש מקום לקבל את גרסתה במלואה. לא התעורר הספק שמא המתלוננת 3 טפלה לנאשם אשמת שווא או ראתה צל הרים כהרים. המתלוננת 3 הסבירה היטב בעדותה את תחושת הקיפאון שאחזה בה וחוסר האונים מצידה ואף עולה מעדותה כי ראתה בנאשם גורם סמכותי, כך לדבריה: ""המעסה הוא זה שקובע את הקצב של מה שייעשה. אני כמטופלת לא יכולה לגשת ולקחת את היד של המטפל שלי אלא הוא זה שמוביל את הטיפול..."" (עמ' 31 לפרוט')."," כאמור לעיל, המתלוננת 3 עשתה רושם מהימן ביותר, ולאור סימני האמת העולים מעדותה, ניכר כי העידה אמת, ועל אף הזהירות הרבה הנדרשת כאשר מדובר בגרסת מתלוננת כנגד כפירת הנאשם, שוכנעתי כי במקרה דנן יש מקום לקבל את גרסתה במלואה"
234103,SH-09-01-10212-129,"ה מתלוננת , שעה ש העידה ב בית ה משפט , הותירה רושם מהימן .","המתלוננת, שעה שהעידה בבית המשפט, הותירה רושם מהימן. עדותה שנשמעה בפני הייתה רהוטה קוהרנטית ואמינה. בעומדה על דוכן העדים לא יכולתי שלא להתרשם מכנות דבריה, ולאורך כל עדותה סימני האמת נראו על פניה.","המתלוננת, שעה שהעידה בבית המשפט, הותירה רושם מהימן"
250594,ME-08-1196-55,מהימנות ה מתלוננת ה מתלוננת הותירה בעדות של היא רושם חיובי ביותר .,14. מהימנות המתלוננת המתלוננת הותירה בעדויותיה רושם חיובי ביותר., מהימנות המתלוננת המתלוננת הותירה בעדויותיה רושם חיובי ביותר
254845,s00004117-70,"ה מתלוננת הותירה רושם חיובי על דוכן ה עדים , ו כבר עתה יצויין , כי מאפיינים אלה , ש תוארו עלחיד של היא , תואמים את מראה של הוא של ה נאשם ש לפני אנחנו .","המתלוננת הותירה רושם חיובי על דוכן העדים, וכבר עתה יצויין, כי מאפיינים אלה, שתוארו על ידה, תואמים את מראהו של הנאשם שלפנינו.","המתלוננת הותירה רושם חיובי על דוכן העדים, וכבר עתה יצויין, כי מאפיינים אלה, שתוארו על ידה, תואמים את מראהו של הנאשם שלפנינו"
266975,m08000552-195,"ה מתלוננת הותירה ב עדות של היא רושם אמין ביותר , היא העידה ב גילוי לב מבלי להפריז ב תיאור ה דברים .","ההכרעה 20. סיכומם של דברים: לאור מקבץ הראיות שהוצגו, והתרשמותנו מהעדים השונים, לרבות מהמתלוננת ומהנאשם, עדיפה עלינו גרסתה של המתלוננת, על-פני זו של הנאשם, אותה יש לדחות, בשל חוסר מהימנותה. המתלוננת הותירה בעדותה רושם אמין ביותר, היא העידה בגילוי לב מבלי להפריז בתיאור הדברים. תיאורה את האירוע נעשה על-ידה באופן ברור והגיוני. עדותם של העדים האחרים, והממצאים המדעיים, תומכים אף הם בגירסתה זו של המתלוננת על אשר בוצע כלפיה, מסייעים לה, ומשתלבים עימה."," המתלוננת הותירה בעדותה רושם אמין ביותר, היא העידה בגילוי לב מבלי להפריז בתיאור הדברים"
275494,s00002784-201,כפי ש ציינתי לעיל ה מתלוננת עשתה על אני רושם מהימן הודעה של היא של ה מתלוננת ב ה משטרה לא הוגשה כך ש כפי ה נראה לא היו סתירות מהותיות בין חקירה של היא ה ראשית לבין דבר של היא ב ה משטרה .,כפי שציינתי לעיל המתלוננת עשתה עלי רושם מהימן הודעתה של המתלוננת במשטרה לא הוגשה כך שכפי הנראה לא היו סתירות מהותיות בין חקירתה הראשית לבין דבריה במשטרה.,כפי שציינתי לעיל המתלוננת עשתה עלי רושם מהימן הודעתה של המתלוננת במשטרה לא הוגשה כך שכפי הנראה לא היו סתירות מהותיות בין חקירתה הראשית לבין דבריה במשטרה
288753,ME-12-09-42383-690,"מ צפייה ב חקירה של היא של ה מתלוננת בפני חוקרת ה ילדים מתקבל ה רושם של עדה מהימנה , ו גם ה פסיכולוגית ללי גרשזון ש העידה מ טעם ה הגנה טענה , לאחר ש צפייה ב קלטות ה חקירה , כי מדובר ב ילדה ה עושה רושם אמין .","חוקרת הילדים שבחנה את המתלוננת מצאה אותה מהימנה על פי הקריטריונים המקצועיים והתרשמותה האישית. הלכה היא כי ניתן להגיש את חוות הדעת של חוקר הילדים ואת תמליל החקירה ותצלום החקירה כראיה נפרדת ועצמאית. מצפייה בחקירותיה של המתלוננת בפני חוקרת הילדים מתקבל הרושם של עדה מהימנה, וגם הפסיכולוגית ללי גרשזון שהעידה מטעם ההגנה טענה, לאחר שצפייה בקלטות החקירה, כי מדובר בילדה העושה רושם אמין."," מצפייה בחקירותיה של המתלוננת בפני חוקרת הילדים מתקבל הרושם של עדה מהימנה, וגם הפסיכולוגית ללי גרשזון שהעידה מטעם ההגנה טענה, לאחר שצפייה בקלטות החקירה, כי מדובר בילדה העושה רושם אמין"
291560,ME-14-07-52713-11,"ה מתלוננת עשתה על אני רושם מהימן ו עדותה נתמכת ב תלונה של היא ה מיידית , ב מצבה ה נפשי סמוך לאחר ה אירוע ו ב ממצאים אובייקטיביים , ( כגון : חבלה ב ה עין - ת/11 , ו סימני דנ""א של היא ב חדר - ת/24 ) , ב נוסף ל עדויות בני ה חבורה כפי ש פרטה חברתי .","המתלוננת עשתה עליי רושם מהימן ועדותה נתמכת בתלונתה המיידית, במצבה הנפשי סמוך לאחר האירוע ובממצאים אובייקטיביים, (כגון: חבלה בעין-ת/11, וסימני דנ""א שלה בחדר-ת/24), בנוסף  לעדויות בני החבורה כפי שפרטה חברתי.","המתלוננת עשתה עליי רושם מהימן ועדותה נתמכת בתלונתה המיידית, במצבה הנפשי סמוך לאחר האירוע ובממצאים אובייקטיביים, (כגון: חבלה בעין-ת/11, וסימני דנ""א שלה בחדר-ת/24), בנוסף  לעדויות בני החבורה כפי שפרטה חברתי"
292069,m01000455-635,"שמעתי את עדות של היא של ה מתלוננת , ש עשתה על אני רושם אמין בהחלט .","הערכת הגרסאות של הנאשם ושל המתלוננת 4. שמעתי את עדותה של המתלוננת, שעשתה עלי רושם אמין בהחלט. על אף ההתעללות שעברה המתלוננת, התרשמתי, כי היא עשתה הכל כדי להמשיך בחיי נישואיה ולשמור על שלמות משפחתה. לאחר האירוע המזעזע הראשון, למרות שחברתה מונה ודר' נאדים, ניסו לשכנעה לפנות למשטרה ולהתלונן, היא סירבה (וראו עדותו של דר' נאדים בעמ' 84 לפ' מש' 25). גם לאחר האירוע השני, היא לא ביקשה להפליל את בעלה, אלא שמנהל לשכת הסעד במקום, חוסם חלבי, ואחיה, שהוזעקו לבית חברתה מונה, ראו הכרח להביאה לבית-החולים בשל מצבה הפיזי והנפשי (וראו עמ' 109 לפ', עדותה של מונה)."," שמעתי את עדותה של המתלוננת, שעשתה עלי רושם אמין בהחלט"
299847,s02005251-153,"נתתי אמון מלא ב מתלוננת , ש הותירה ב אני רושם טוב ו אמין .","נתתי אמון מלא במתלוננת, שהותירה בי רושם טוב ואמין. עסקינן באישה צעירה, נשואה, המנהלת אורח חיים דתי, שהיתה מצויה באותה עתה בחודש הרביעי להריונה. עדותה היתה קוהרנטית, מאופקת, וסדורה. היא הטיבה לבטא את התחושות הקשות שחשה במהלך האירוע,  את ההלם והפחד שתקפו אותה, בחששה לבריאותה היא ולבריאות הוולד שברחמה. כל אלה גרמו לה לחוש ברע והניעו אותה לדרוש מהנאשם כי יחזיר אותה מיד לביתה.  שוכנעתי כי מעשיו של הנאשם נפלו עליה כרעם ביום בהיר, לאחר שהבינה כי זו אינה נשיקה ""ידידותית"". יודגש, כי לא הכירה את הנאשם קודם לאירוע, ולא מצאתי כל סיבה  שתתגולל עליו בטענות שווא.","נתתי אמון מלא במתלוננת, שהותירה בי רושם טוב ואמין"
332603,ME-12-09-21523-23,מהימנות ה מתלוננת עדות ה מתלוננת הותירה על אני רושם חיובי ו מהימן .,5. דיון והכרעה 5.1.  מהימנות המתלוננת עדות המתלוננת הותירה עלי רושם חיובי ומהימן.,  מהימנות המתלוננת עדות המתלוננת הותירה עלי רושם חיובי ומהימן
333250,ME-10-08-15656-33,ה מתלוננת עשתה רושם אמין ו משכנע ו היא עמדה על גרסה של היא זו גם לאחר חקירה של היא ה נגדית .,"הסנגורים מפנים לסתירות בעדותה של המתלוננת. לא רק שעמדתי שונה ואני סבור כי המתלוננת היתה עקבית בעדותה, בהתחשב בנסיבות הפתעתה והתעללות בה ע""י שני אנשים אלימים. שוני בפרט זה או אחר לא משפיע על הערכתי באשר למהימנות המתלוננת. המתלוננת עשתה רושם אמין ומשכנע והיא עמדה על גרסתה זו גם לאחר חקירתה הנגדית. גרסתה נתמכת בעדות נאשם 1 שמודה למעשה בעיקר פרטי אירוע החבלה לרבות הכנסת המתלוננת בכח לדירה, חניקתה ונשיכת אצבעו ע""י המתלוננת (עמוד 332 לפרוטוקול שורה 11) והודאתו-אם כי המאוחרת, מחזקת את גרסת המתלוננת שזיהתה את נאשם 1 במסדר זיהוי תמונות (ת/25 ו-ת/56). גם אמירתה כי אחד משני התוקפים לא היה רעול פנים מחזקת את אמינותה במיוחד שנאשם 1 הודה בכך (עמוד 331 לפרוטוקול שורה 20).", המתלוננת עשתה רושם אמין ומשכנע והיא עמדה על גרסתה זו גם לאחר חקירתה הנגדית
339845,s05001585-212,"נמצא כי ה מתלוננת עשתה רושם מהימן , גרסה של היא עקבית ו סיפורה משתלב עם ניסיון ה חיים .","נמצא כי המתלוננת עשתה רושם מהימן, גרסתה עקבית וסיפורה משתלב עם ניסיון החיים. הנאשם לעומת זאת, שיקר במשטרה ומסר גרסה בלתי משכנעת. בהתחשב בכך, ובהעדר כל תזה שיש בה כדי לעורר חשש כי גרסת המתלוננת נובעת ממניע זר, הרי שיש לקבוע מעבר לספק סביר כי גרסת המתלוננת היא האמת ולדחות את גרסת הנאשם.","נמצא כי המתלוננת עשתה רושם מהימן, גרסתה עקבית וסיפורה משתלב עם ניסיון החיים"
350410,ME-09-1010-27,מהימנות ה מתלוננת אקדים ו אציין כי ה מתלוננת ב עדות של היא ב פנין של הוא הותירה על אני רושם אמין ביותר .,מהימנות המתלוננת אקדים ואציין כי המתלוננת בעדותה בפנינו הותירה עלי רושם אמין ביותר.,מהימנות המתלוננת אקדים ואציין כי המתלוננת בעדותה בפנינו הותירה עלי רושם אמין ביותר
357833,ME-11-06-40952-925,"אציין , כי שני ה צדדים , הן ה נאשם ו הן ה מתלוננת , הותירו רושם חיובי ב עיקר של הוא .","אציין, כי שני הצדדים, הן הנאשם והן המתלוננת, הותירו רושם חיובי בעיקרו. כפי שציינתי לעיל, התרשמתי אמנם ממתלוננת תמימה שיכולותיה וכישוריה מוגבלים משהו, התרשמות שחוזקה אף בעדויות שבאו לפני, ואולם משמיעת העדויות, מהתרשמות מעדותה של המתלוננת בבית המשפט, ומצפייה בקלטת העימות שבינה לבין הנאשם עולה הרושם, כי המתלוננת אכן מאמינה בצדקת דבריה, דבר הבא לידי ביטוי גם בתגובותיה הספונטניות והלא מתוכננות במהלך העימות.","אציין, כי שני הצדדים, הן הנאשם והן המתלוננת, הותירו רושם חיובי בעיקרו"
383708,SH-15-06-23701-11,"על אף ה רושם ה חיובי ו ה מהימן ש הותירה ה מתלוננת ב עדות של היא , מתחייבת ב מקרה זה תשובה שלילית ל ה שאלה ה נ""ל , ו על כן יש לזכות את ה נאשם מ ה מיוחס ל הוא ב כתב ה אישום .","על אף הרושם החיובי והמהימן שהותירה המתלוננת בעדותה, מתחייבת במקרה זה תשובה שלילית לשאלה הנ""ל, ועל כן יש לזכות את הנאשם מהמיוחס לו בכתב האישום.","על אף הרושם החיובי והמהימן שהותירה המתלוננת בעדותה, מתחייבת במקרה זה תשובה שלילית לשאלה הנ""ל, ועל כן יש לזכות את הנאשם מהמיוחס לו בכתב האישום"
383839,SH-15-06-23701-11,"כפי ש ציינתי מוקדם יותר , סבורני כי על אף ה רושם ה חיובי ו ה מהימן ש הותירה ה מתלוננת ב עדות של היא ב פני , מתחייבת ב מקרה זה תשובה שלילית ל ה שאלה ה נ""ל , ו על כן יש לזכות את ה נאשם מ ה מיוחס ל הוא ב כתב ה אישום .","דיון והכרעה: עיון בחומר הראיות, כמו גם בסיכומי הצדדים, מגלה כי מרבית העובדות אינן שנויות כלל במחלוקת. מוסכם כי בעת ששהתה המתלוננת בחצר בית הספר, בסמוך לפני שעת סיום הלימודים, פנה אליה הנאשם, אשר שימש כמלווה הסעות של אחד התלמידים, שאל אותה האם מותר לעשן במקום, ונענה בשלילה. זמן קצר לאחר מכן יצא הנאשם אל מחוץ לחצר בית הספר, ובעודו עומד מעבר לגדר הרשת המקיפה את אותה חצר, חשף את איבר מינו בנסיבות אשר אפשרו גם למתלוננת לצפות במעשיו. בחלוף פרק זמן קצר נוסף, לא יותר מדקות ספורות, שב לחצר, ובכך הסתיימה האינטראקציה בין השניים. השאלה היחידה ששנויה אפוא במחלוקת הנה האם הוכח מעל לכל ספק סביר כי בעת ששהה מאחורי הגדר ביצע הנאשם אקט אוננות בעל אופי מיני, שיועד לעיניה של המתלוננת. כפי שציינתי מוקדם יותר, סבורני כי על אף הרושם החיובי והמהימן שהותירה המתלוננת בעדותה בפני, מתחייבת במקרה זה תשובה שלילית לשאלה הנ""ל, ועל כן יש לזכות את הנאשם מהמיוחס לו בכתב האישום."," כפי שציינתי מוקדם יותר, סבורני כי על אף הרושם החיובי והמהימן שהותירה המתלוננת בעדותה בפני, מתחייבת במקרה זה תשובה שלילית לשאלה הנ""ל, ועל כן יש לזכות את הנאשם מהמיוחס לו בכתב האישום"
383845,SH-15-06-23701-11,"ראשית ב רצון של אני להבהיר כי ה מתלוננת הותירה ב עדות של היא ב בית ה משפט רושם חיובי ביותר , ו אין ל אני כל ספק כי לא טפלה ב ה זדון אישום שווא על ה מתלונן .","ראשית ברצוני להבהיר כי המתלוננת הותירה בעדותה בבית המשפט רושם חיובי ביותר, ואין לי כל ספק כי לא טפלה בזדון אישום שווא על המתלונן. המדובר, על פי התרשמותי, בבחורה צעירה, הגונה ואינטליגנטית, אשר פעלה לאורך כל הדרך בתום לב, ומתוך מניעים חיוביים וראייה של האינטרס הציבורי, כפי שהוצג בפניה על ידי הגורמים השונים שליוו אותה. המתלוננת מסרה בפני גרסה רצופה, מפורטת ובלתי מתלהמת, ענתה לכל שאלה ללא התנגדות וניכר היה כי היא מנסה לדייק בדבריה, מתוך הבנת משמעות וחשיבות הפרטים. לפיכך, אין בדברים שיפורטו מיד כדי להטיל דופי בהתנהגותה או במניעיה של המתלוננת.","ראשית ברצוני להבהיר כי המתלוננת הותירה בעדותה בבית המשפט רושם חיובי ביותר, ואין לי כל ספק כי לא טפלה בזדון אישום שווא על המתלונן"
388343,ME-13-07-36795-33,"אקדים ו אומר כי ה מתלוננות עשו על אני רושם מהימן ב עת מתן ה עדות ב מהלך שמיעת ה ראיות , כש העידו את ש אירע בין כותלי ה בית , חרף ה קושי ה עצום ש ניכר על הן ב מתן ה עדות , ש אי אפשר שלא להיווכח ב הוא .","אקדים ואומר כי המתלוננות עשו עליי רושם מהימן בעת מתן העדות במהלך שמיעת הראיות, כשהעידו את שאירע בין כותלי הבית, חרף הקושי העצום שניכר עליהן במתן העדות, שאי אפשר שלא להיווכח בו. דומה כי רצונן של המתלוננות לחזור ולהעיד בבית המשפט, כפי שעשו בעדות הנוספת, בתום שמיעת הראיות, כדי לעזור לאביהן (הנאשם) ובכך להירתם למאמץ של משפחתן במתן עזרה לנאשם, מוסיף אך רובד נוסף לאמינות גרסאותיהן, כמבואר לעיל.","אקדים ואומר כי המתלוננות עשו עליי רושם מהימן בעת מתן העדות במהלך שמיעת הראיות, כשהעידו את שאירע בין כותלי הבית, חרף הקושי העצום שניכר עליהן במתן העדות, שאי אפשר שלא להיווכח בו"
397515,m96000517-201,"ב נוסף ל ה אמור ל עיל , על אני לציין , כי ה מתלוננת עשתה על אני רושם מהימן .","כיום, אין צורך לסיוע למתלוננת לעבירת מין ואם ציינתי את ראיות הסיוע, הרי זה רק כדי להראות שגירסת הנאשם איננה נכונה. בנוסף לאמור לעיל, עלי לציין, כי המתלוננת עשתה עלי רושם מהימן. כאשר היא העידה בבית המשפט, היא היתה חיילת בשירות חובה והיה זה כחמש שנים לאחר המקרה. גם אם הייתי סבור - ואינני סבור כך - שבהיותה בת 15, נטה ליבה לעבר הנאשם, הרי מאז נפרדו דרכיהם וניתק הקשר ביניהם. לא היתה כל סיבה שחמש שנים לאחר מכן, תמשיך המתלוננת ותספר עלילות דברים כנגד הנאשם.  בינתיים, עברה המתלוננת, להתגורר בעיר אחרת וגם הנאשם העיד ששינה את דרכו וחזר בתשובה ובוודאי שלא היה למתלוננת, כל מניע, בשנת 1997, עת העידה בביהמ""ש, להזיק לנאשם, אם לא פגע בה. ראינו גם שעדות המתלוננת קיבלה חיזוקים בעדויות אחרות ומסקנתי היא שהמתלוננת העידה עדות אמת."," בנוסף לאמור לעיל, עלי לציין, כי המתלוננת עשתה עלי רושם מהימן"
400176,m973082,"ה מתלוננת עשתה רושם אמין , היא לא הגזימה ו לא הפריזה ב תאור ה ארועים נשוא כתב ה אישום ו ה קפידה לדייק ב פרטים .","המתלוננת עשתה רושם אמין, היא לא הגזימה ולא הפריזה בתאור הארועים נשוא כתב האישום והקפידה לדייק  בפרטים.","המתלוננת עשתה רושם אמין, היא לא הגזימה ולא הפריזה בתאור הארועים נשוא כתב האישום והקפידה לדייק  בפרטים"
415869,s05002659-374,"בניגוד ל מתלוננת , אשר עוררה כאמור רושם אמין , קשה ל אני לקבל את גירסת ה נאשם ב עניינים ש ב מחלוקת .","עם זאת יש להעיר כבר עתה, כי ככלל אני מעדיף את גירסת המתלוננת על פני גירסת הנאשם ביחס לנקודות שבמחלוקת. בניגוד למתלוננת, אשר עוררה כאמור רושם אמין, קשה לי לקבל את גירסת הנאשם בעניינים שבמחלוקת. בעדותו, כמו גם בין העדות ובין הודעתו של הנאשם במשטרה (ת/3) נתגלעו סתירות מהותיות, אשר אעמוד עליהן בפירוט בהמשך. עובדה זו גורעת מאמינותה ומקשה לקבלה. זאת ועוד, ככלל, עדותו של הנאשם היתה זהירה ומחושבת, ולא התאפיינה בספונטניות. הדבר איפיין את עדות הנאשם גם בעניינים אשר ניתן היה לצפות כי לא יצריכו תיכנון מיוחד בניסוח התשובה. על שאלות מסויימות התקשה להשיב. לגבי שאלות אחרות, מסר תשובות אחדות, אשר לא תמיד התיישבו אלה עם אלה. כל אלה מחייבים להתייחס בזהירות לגירסתו, ובנקודות שבהן יעלה הצורך להכריע בעניינים עובדתיים, ייעשה הדבר על רקע התרשמות זו מעדות הנאשם."," בניגוד למתלוננת, אשר עוררה כאמור רושם אמין, קשה לי לקבל את גירסת הנאשם בעניינים שבמחלוקת"
416014,s05002659-374,"כאמור , עוררה ה מתלוננת רושם אמין ביותר ב עדות של היא , ו אני מאמין ל היא גם ב נקודה זו .","ראשית, גירסתה של המתלוננת לעניין זה היתה עקבית. היא נמסרה בתלונה לאוניברסיטה, בעימות במשטרה, ובעדות בבית המשפט. כאמור, עוררה המתלוננת רושם אמין ביותר בעדותה, ואני מאמין לה גם בנקודה זו."," כאמור, עוררה המתלוננת רושם אמין ביותר בעדותה, ואני מאמין לה גם בנקודה זו"
416117,s05002659-374,"ראשית , כבר עמדתי על ה רושם ה חיובי ש ה מתלוננת עוררה .","22. אני מעדיף את עדות המתלוננת בנושא זה על פני עדות הנאשם. ראשית, כבר עמדתי על הרושם החיובי שהמתלוננת עוררה. עמדתי גם בנקודות שונות על קשיים בעדותו ובגירסתו של הנאשם. על רקע זה, אני מעדיף את גירסת המתלוננת ככלל על זו של הנאשם. באופן ספציפי, האופן בו תיארה המתלוננת, לפרטי פרטים, את הדרך בה נגע הנאשם בה בנסיעה באוטובוס, ואת תגובתה למגע האמור, היו טעונים ברגש אותנטי, ויצרו רושם עז של חווייה אמיתית שתוארה על ידי המתלוננת כמשיחה לפי תומה. אני מקבל גירסה זו כאמיתית, ללא היסוס. שנית, גירסת הנאשם בנקודה זו עברה שינויים והתפתחויות. במשפט הועלתה גירסה שונה מזו שהועלתה בעימות. בחקירה הנגדית הועלו טענות אשר לא עלו אפילו בחקירה הראשית ובתשובה לכתב האישום. שינויים אלה מחייבים התייחסות זהירה לגירסה. לעומתו, גירסת המתלוננת היתה עקבית וברורה בנקודה זו. שלישית, גירסת המתלוננת הגיונית יותר, ומתיישבת יותר עם האירועים שהתרחשו אחרי כן. אכן, גירסת המתלוננת כי הנאשם יזם את המגע בעת שהיו באוטובוס מתיישבת היטב עם העובדה, אשר אינה שנויה במחלוקת, כי הנאשם הוא גם זה שיזם את המגע גם בנסיעה במכונית שאירעה מספר ימים אחרי כן. רביעית, התרשמתי מכנות דבריה של המתלוננת, אשר ראתה בנאשם מרצה אשר יש ליתן לו יחס של כבוד, ואשר באה מתרבות שבה טבוע ריחוק בין מרצה ובין תלמיד. דברים אלה אף לא נסתרו. על רקע זה, התיאור כאילו יזמה המתלוננת חיבוק של מותני הנאשם, נטלה את ידו ביזמתה ופכרה את אצבעותיה בכף ידו, נראה לי תלוש לחלוטין מהמציאות. אין מדובר בפרשנות שגויה של הדברים. המדובר, בפשטות, בבדייה. חמישית, הנאשם העיד על עצמו כי ""אני באופן אישי מאד רגיש למגע ידים"" (פרוטוקול 24.11.05 עמוד 7 שורה 9). יש בדברים אלה כדי לחזק את גירסתה של המתלוננת, וללמד כי הנאשם, ולא המתלוננת, הוא שביקש את המגע האמור, והוא זה שיזם אותו. שישית, בעימות לא טען הנאשם כי ביום 14.11.04 המתלוננת היא שאחזה בידו, כי אם ההיפך מכך, שהוא תפס (grabbed) בידה. אין בפניי הסבר סביר לסתירה בגירסאות הנאשם בנקודה זו. אכן, טענת הנאשם בעימות לא היתה כי המתלוננת החזיקה בידו, אלא כי הוא אחז בידה והתרשם כי היא מגיבה לכך בחיוב. כדבריו, ….throughout this thing I held your hand and I had the impression that I had response."," ראשית, כבר עמדתי על הרושם החיובי שהמתלוננת עוררה"
430989,m05000543,"סוף דבר , מ התרשמותי ה ישירה ו הבלתי אמצעית מ עדות ה מתלוננת עולה , כי ה מתלוננת הותירה רושם חיובי ו מהימן , ה סבריה היו הגיוניים ו מתקבלים על ה דעת .","סוף דבר, מהתרשמותי הישירה והבלתי אמצעית מעדות המתלוננת עולה, כי המתלוננת הותירה רושם חיובי ומהימן, הסבריה היו הגיוניים ומתקבלים על הדעת. יתירה מזו, עדותה עולה בקנה אחד ומשתלבת עם שאר הראיות בתיק.","סוף דבר, מהתרשמותי הישירה והבלתי אמצעית מעדות המתלוננת עולה, כי המתלוננת הותירה רושם חיובי ומהימן, הסבריה היו הגיוניים ומתקבלים על הדעת"
438500,s06002826-466,ה מתלוננת הותירה ב אני רושם אמין .,"המתלוננת הותירה בי רושם אמין. המתלוננת העידה תוך סערת רוחות והיא פרצה בבכי מעת לעת. לא מצאתי פגם או רבב בדבריה. מצוקתה הייתה מובנת. השיקול שלא להפסיק את עבודת הנאשם גם הוא היה הגיוני לשיטתה. היא הייתה נתונה בסד זמנים, כפי שהסבירה. היה עליה לפנות את דירתה בכפר סבא במועד ולהיכנס לדירה המשופצת, שאם לא כן הייתה חייבת לשלם סכום משמעותי- סך השווה בש""ח ל 100$ - עבור כל יום איחור. על כן, לא נטלה את הסיכון הכרוך בהפסקת עבודת הנאשם וחיפוש אחר קבלן שיפוצים אחר. זאת עוד יש להוסיף את מצבה הגופני השביר אותה עת, תת משקל וקבלת כימותרפיה, אשר לא הוסיפו לחוסנה הגופני והנפשי.",המתלוננת הותירה בי רושם אמין
450479,m99000948,ה מתלוננת עשתה על אני רושם מהימן .,אלה הם נימוקי לכך: א. המתלוננת עשתה עלי רושם מהימן., המתלוננת עשתה עלי רושם מהימן
450740,m99000948,"כפי ש כבר ציינתי לעיל , ה מתלוננת עשה על אני רושם מהימן ו לא היתה ל היא כל עילה להעליל על ה נאשם .","כפי שכבר ציינתי לעיל, המתלוננת עשה עלי רושם מהימן ולא היתה לה כל עילה להעליל על הנאשם.","כפי שכבר ציינתי לעיל, המתלוננת עשה עלי רושם מהימן ולא היתה לה כל עילה להעליל על הנאשם"
450744,m99000948,ה מתלוננת עשתה על אני רושם מהימן ו אינני מיחס חשיבות ל כל ה תמיהות ו ה סתירות ש בא כוח ה נאשם ניסה להראות ב סיכום של הוא .,המתלוננת עשתה עלי רושם מהימן ואינני מיחס חשיבות לכל התמיהות והסתירות שבא כוח הנאשם ניסה להראות בסיכומיו.,המתלוננת עשתה עלי רושם מהימן ואינני מיחס חשיבות לכל התמיהות והסתירות שבא כוח הנאשם ניסה להראות בסיכומיו
469436,SH-10-12-31380-882,ה מתלוננת עשתה על אני רושם אמין .,8. המתלוננת עשתה עלי רושם אמין. היא מסרה כי בשתי הזדמנויות בהפרש של שבוע הבחינה בנאשם האוחז באיבר מינו סמוך לכניסה לבניין שהיא מתגוררת., המתלוננת עשתה עלי רושם אמין
472549,SH-10-11-40131-730,ה מתלוננת עשתה על אני רושם אמין ביותר .,9. המתלוננת עשתה עלי רושם אמין ביותר. היא מסרה גרסה עקבית לגבי ההתרחשויות וציינה פרטים שאושרו על ידי הנאשם., המתלוננת עשתה עלי רושם אמין ביותר
475295,m07004037,ה מתלוננת עשתה על אני רושם אמין ב כל ה קשור ל תיאוריה על ש התרחש ב יום ה אירוע .,"המתלוננת עשתה עלי רושם אמין בכל הקשור לתיאוריה על שהתרחש ביום האירוע. גרסתה באשר ליום האירוע היתה עקבית וניכר היה, בעת עדותה בפנינו, כי היא אכן חוותה את שתואר על ידה. המתלוננת לא ניסתה לייחס לנאשם נגיעות באיברים אינטימיים. כל שתארה היה ניסיון הצצה בחזה ומעשה מגונה, שנעשה ע""י הנאשם ע""י חשיפת איבר מינו שלו, תוך כדי ביצוע מעשה אונן. אילו חפצה המתלוננת להעליל על הנאשם, היתה מן הסתם, יכולה להעצים את תאור העלילה ע""י ייחוס מעשים נוספים לנאשם, הכוללים נגיעות בגופה שלה. ואכן, המתלוננת, בהתייחסה לטענת העלילה השיבה:",המתלוננת עשתה עלי רושם אמין בכל הקשור לתיאוריה על שהתרחש ביום האירוע
479083,k00401498p,ה מתלוננת הותירה ב אני רושם אמין .,"המתלוננת הותירה בי רושם אמין. היא לא הגזימה ולא הפריזה בתאור הארועים נשוא כתב האישום, הקפידה לדייק בפרטים, ואני מאמצת את דבריה במלואם.",המתלוננת הותירה בי רושם אמין
