sentence_id,origin_sentence,category,new_category,model_reasoning
588855," גרסת המתלוננת היתה אמינה ומהימנה עלי, עומדת במבחני ההגיון והסבירות ונתמכה בכל העדויות של עדי התביעה ואף בגרסת הנאשם עצמו",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט קובע כי גרסת המתלוננת מהימנה ונתמכת בראיות נוספות כגון עדויות התביעה וגרסת הנאשם.
598488,"לעומת גרסת המתלוננת המהימנה, כאמור לעיל, בעיניי, לקתה גרסתו של הנאשם בקשיים לא מבוטלים",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,"המשפט מעמת בין גרסתה המהימנה של המתלוננת לבין גרסתו של הנאשם הלוקה בקשיים, ומבטא העדפה של עדות המתלוננת על פני גרסת הנאשם הלא אמינה."
604104," כפי שציינה חוקרת הילדים, זו התרשמה, שעדות הקטינה בפניה הייתה עקבית, הגיונית, ונטולת מגמתיות להפללת הנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט עוסק בקבלת עדותה של הקטינה כעדות מהימנה על בסיס התרשמותה החיובית של חוקרת הילדים.
599463,"התרשמותה של החוקרת בסופו של יום הייתה כי עדות הקטינה מהימנה ביותר , היא תמכה מסקנתה בהסברים מפורטים אשר בחרתי להביא עיקריהם –",לא רלוונטי,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט עוסק בקבלת עדותה המהימנה של הקטינה על בסיס התרשמותה החיובית של חוקרת הילדים.
604127,"תיאור המתלוננת ביחס לפרטי ה""מסגרת"" בשני האירועים, מושא כתב האישום, הינו זהה, וסביר מאוד שזו השאילה פרטים ממקרה אחד למשנהו","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מצביע על פגם באמינות גרסת המתלוננת בשל העתקת פרטים מאירוע אחד למשנהו, דבר המעיד על חוסר עקביות ובעייתיות בעדותה."
611067,"בעוד שגרסת המתלוננת הייתה ברורה קוהרנטית והגיונית, תוך שהיא עצמה מותירה רושם אמין וחיובי, הרי שגרסת הנאשם הייתה לא עקבית, מיתממת וחסרת היגיון, כמעט אבסורדית",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,"המשפט משווה באופן ישיר בין גרסתה האמינה והחיובית של המתלוננת לבין גרסתו הבלתי עקבית וחסרת ההיגיון של הנאשם, ומעדיף את עדותה בשל כך."
648184," גרסת המתלוננת הינה עקבית, קוהרנטית ומעוררת אמון, אשר הותירה רושם חיובי ומהימן ויש ליתן אמון מלא בגרסתה ובעדותה בבית המשפט, לאור החיזוקים הרבים, כפי שיפורטו להלן: הפסקת העיסוי במפתיע  - אין מחלוקת שהמתלוננת הפסיקה במפתיע את העיסוי כעבור כ- 15 דק'  מתחילתו ויצאה מחדר הטיפולים",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מתאר קבלה של גרסת המתלוננת כמהימנה תוך הדגשה שהיא נתמכת בחיזוקים וראיות תומכות.
719921," גם לגבי האישומים בעבירות האינוס, גרסת המתלוננת לא הייתה מהימנה בעיניי, וספק בעיניי אם היא סבירה","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,בית המשפט דוחה את גרסת המתלוננת וקובע כי היא אינה מהימנה ואינה סבירה בעיניו.
676462,עדות המתלוננת בבית המשפט היתה מאד אמוציונאלית ובשלב מסוים בית המשפט נאלץ להפסיק את הדיון,לא רלוונטי,לא רלוונטי,"המשפט מתאר את מצבה הרגשי של המתלוננת במהלך העדות ואת הפסקת הדיון, ואינו מבטא הערכה של השופט לגבי מהימנות עדותה או קבלתה."
729106," הדרישות המיניות שהפנה הנאשם כלפי המתלוננת, ולאחר מכן המעשים המגונים שביצע בה, היו רק לאחר שהנאשם העמיד את המתלוננת על הקושי הספציפי שלה בקבלת תעודת זהות ישראלית (כתב האישום וכן עדות המתלוננת בעמוד 9 שורות 18-7)",לא רלוונטי,לא רלוונטי,המשפט מתאר את השתלשלות האירועים העובדתית ואינו מבטא את הערכת בית המשפט לגבי מהימנות עדותה של המתלוננת.
684455," גרסת המתלוננת היא כאמור עקבית, אין בה כל העצמה או תחכום","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט מתאר את גרסת המתלוננת כעקבית וללא הגזמות או תחכום, דבר המצביע על כנותה ועל מהימנותה הגבוהה של העדות."
659966," גרסת המתלוננת היא כה רעועה, כה שברירית, ומלאה סתירות וחזרות כרימון, שאינני יכול לקבוע כל ממצא על פיה, לא כל שכן, שאינני יכול – כמצוות המחוקק - לפרט ולהסביר, כיצד הכרעת דין מרשיעה בעבירות המין שבהם הואשם הנאשם, מבוססת על עדות יחידה זו","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,המשפט פוסל את גרסת המתלוננת וקובע שלא ניתן לבסס עליה ממצאים בשל היותה מלאת סתירות וחוסר עקביות.
680474,"ודוק, בכל הקשור לאופן מעורבותו של מוטי במכון בתקופה השניה, לא מצאנו סתירות של ממש, אם בכלל, בעדות המתלוננות הנוספות","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט מבטא קבלה והערכה חיובית של עדות המתלוננות בשל היעדר סתירות בגרסתן, דבר המעיד על מהימנותן."
744271,"ראשית, בתחילת הדרך הנאשם כפר בעובדות כתב-האישום מקורי, וניהל הליך הוכחות במסגרתו נשמעו העדויות המרכזיות בתיק: עדות המתלונן, עדויות הוריו ועדות חוקרת הילדים",לא רלוונטי,לא רלוונטי,"המשפט מתאר את ההיסטוריה הדיונית של התיק ואת רשימת העדים שנשמעו, ללא הערכת מהימנות של עדות המתלונן על ידי השופט."
787955,"דיון והכרעה: כאמור, במידה מסויימת, מדובר בסיפור ""רשומון"", שכן, מעבר להיות גרסאות המתלונן והנאשם קוטביות זו לזו, ובכך אין חריג, הרי, בפרשה שלפנינו, גם סיפורם של העדים האובייקטיביים, החיצוניים, אינו תואם, במלואו, איזו מהגרסאות הללו",לא רלוונטי,לא רלוונטי,"המשפט מתאר את מורכבות הראיות בתיק כגרסאות קוטביות (""רשומון"") ללא קביעת מהימנות או הכרעה לגבי עדות המתלונן."
847236," מכאן, שעדות המתלונן היא שקרית, ותלונתו, כך, לגישת ההגנה, איננה אלא בדיה שבדה המתלונן, אולי כאמצעי לסחיטת כספים מהנאשם","לא אמינה כי נתפסת כנקמנית, חשש להעללה או האשמת שווא",לא רלוונטי,המשפט מתאר את עמדתה וטענותיה של ההגנה לגבי עדות המתלונן ולא את קביעת השופט עצמו.
828991,"גרסת המתלוננת, לעומת זאת, הייתה כנה ואמינה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט מתאר את גרסת המתלוננת ככנה ואמינה, דבר המצביע על קבלת עדותה בשל מהימנותה הגבוהה וכנותה."
885392,עדות המתלוננת הראשונה הותירה רושם מהימן בעיני,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מבטא את התרשמותו החיובית של בית המשפט מעדותה של המתלוננת כמהימנה ואמינה.
806819," מכל המקובץ, אני מוצא לקבל את גרסת המתלוננת מהימנה ונכונה, כפי עדותה המפורטת לעיל, ולקבוע על בסיסה ממצאים שבעובדה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",השופט מקבל את גרסת המתלוננת כמהימנה ומבסס עליה ממצאים עובדתיים תוך הסתמכות על עדותה המפורטת.
848693,"מאחר שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננת תהיה סבירה יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי לשם עמידה בנטל מאזן ההסתברויות, לא כן בדין הפלילי המחייב הכרעה מעבר לכל ספק סביר",לא רלוונטי,לא רלוונטי,המשפט מהווה דיון משפטי תאורטי כללי על נטל ההוכחה במשפט הפלילי ואינו מבטא הערכה קונקרטית של מהימנות המתלוננת במקרה הנדון.
935759,"לסיכום פרק הדיון בראיות הישירות (במובחן מהדיון במחלוקות הרפואיות שיובא להלן), דעתי היא, שעדות המתלוננת מהימנה ורבת משקל, וכי, נמצאו לה אשושים ""פנימיים"", מתוך אופן מתן העדות וניתוח דבריה, ובנוסף - נמצאו לעדותה חיזוקים חיצוניים, מגובי ראיות של עדים נטולי פנייה ועניין בתוצאה, אשר מחזקים את המסקנה דלעיל",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,"המשפט קובע כי עדות המתלוננת מהימנה ורבת משקל, וכי היא נתמכת בחיזוקים חיצוניים מגובי ראיות."
829031," תיאורי המתלוננת ביחס לסערה שפקדה אותה בעקבות הטיפול, והביטויים בהם השתמשה לתיאור מצבה הנפשי, תיאורים שהתעצמו בדברי בעלה והוריה, היו בעיניי כנים ואוטנטיים","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","המשפט מתאר את תיאורי המתלוננת לגבי מצבה הנפשי ככנים ואותנטיים, בדומה לקבלת העדות בשל תיאור אותנטי וברור של האירועים ותוצאותיהם."
1036919," המאשימה טענה כי עדות המתלוננת היתה עקבית לכל אורך הדרך, וכי ניתן להתרשם שאין סתירות בין הודעותיה במשטרה (המוצגים ת/38 – ת/39ג שלעיל) לבין עדותה בבית המשפט","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מציג את טענת המאשימה לגבי עדות המתלוננת ולא את קביעת או הערכת השופט עצמו.
1129782," כפי שציינה חוקרת הילדים, עדות הילדה הייתה עקבית, מדוייקת, קוהרנטית ומפורטת","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט עוסק בקבלת עדותה של ילדה כמהימנה ועקבית תוך הסתמכות על קביעתה והתרשמותה של חוקרת הילדים.
1119800,"התרשמותי היא, לפחות באשר לאירוע זה, כי עדות הקטינה אמינה ומתקבלת על הדעת ואין בשמיעת הקלטת ובשמיעת התרשמותה של חוקרת הילדים, כמו גם בתמיהות שניסה הסנגור להעלות, כדי לערער זאת","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט מבטא את קבלת עדותה האמינה של הקטינה תוך התייחסות תומכת להתרשמותה של חוקרת הילדים.
1020505," לעדות המתלוננת המהימנה, מצטרפות ראיות ועדויות נוספות שגם להן רחשתי אמון והמצביעות על עקביות ואמיתות גרסת המתלוננת",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מתאר קבלה של עדות המתלוננת כמהימנה תוך הדגשה שהיא נתמכת בראיות ועדויות נוספות המחזקות אותה.
945619," בנסיבות העניין, הפללת הנאשמים גם כאשר מדובר בעדות אמת, הייתה כרוכה בהסתכנות מצידה, אך הפללתם כעדות שקר הייתה יכולה לסכן אותה שבעתיים, ולא נראה לי סביר בנסיבות העניין, שהמתלוננת הייתה מסתכנת בהפללת הנאשמים בעדות שקר, תוך נטילת סיכונים מוגברים, ובסופו של יום, מכלול הנסיבות מצביע על כך שעדות המתלוננת הייתה סבירה ומהימנה","אמינה כי לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","בית המשפט מנתח את מניעי המתלוננת ומסיק כי עדותה כנה, סבירה ומהימנה לחלוטין."
944906,גרסת המתלוננת לגבי האונס היא אחידה ועקבית,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","המשפט מתאר את גרסתה של המתלוננת כאחידה ועקבית, דבר המצביע על תיאור ברור ואותנטי של מסכת האירועים."
945531," עדות המתלוננת על אף הסתירות בין גרסאות המתלוננת במשטרה, בינן לבין עצמן, ובינן לבין עדותה בבית המשפט, המתלוננת תיארה בבית המשפט ללא הגזמות את שאירע לה, ולא ניסתה להסתיר פרטים או להשחיר את פניהם של הנאשמים 1-5, וכאמור, לא ניכרה בעדותה כל מגמה להעליל עליהם עלילה","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","בית המשפט מקבל את עדות המתלוננת חרף סתירות מסוימות, זאת בשל האופן האותנטי, המפורט והלא מוגזם שבו תיארה את השתלשלות האירועים."
945631,"במצב זה נראה לי כי על אף שיש לבחון בזהירות את הדברים שמסרה, ולהתייחס לכל אירוע פרטני בנפרד, מכלול הנסיבות מצביע על כך שעדות המתלוננת הייתה סבירה ומהימנה, ומערערת את טענת הנאשמים 1-5 כי מדובר בעלילת שווא או מסע נקם של המתלוננת בהם, על כך שהחזירו אותה לביתה, ועל כך שריאד נרצח","אמינה כי לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,"המשפט קובע כי עדותה של המתלוננת נמצאה מהימנה וסבירה, ובכך היא מפריכה ומערערת את גרסת הנאשמים לפיה מדובר בעלילת שווא."
1212216," קודם שאתייחס לגרסאות המתלוננות השונות, אציין בתמצית את גרסת הנאשם המכחיש את כל העבירות המיוחסות לו",לא רלוונטי,לא רלוונטי,המשפט מהווה הקדמה פרוצדורלית להצגת גרסת הנאשם ואינו כולל הערכה של השופט לגבי מהימנות עדות המתלוננת.
1137346,"תאור המתלוננת לרגע כניסתו של הנאשם שונה הוא, שכן אותה ""קפיצה"" לא היתה - גם אליבא דדברי המתלוננת - איך שהנאשם נכנס","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,המשפט מצביע על סתירה וחוסר עקביות בגרסתה של המתלוננת לגבי תיאור השתלשלות האירועים.
1218768," לסוגיה זו נצרך בית-המשפט לאור ההקלטה שביצע עד ההגנה י’ ר’, שעל-בסיסה נטען על-ידי ההגנה כי גרסת מתלוננת 2 הינה שקרית",אמינה בגלל חיזוק חיצוני,לא רלוונטי,המשפט מתאר את טענת ההגנה לפיה גרסת המתלוננת שקרית ואינו מבטא את קביעת השופט עצמו לגבי מהימנותה.
1212736," אין אלה ראיות החיזוק היחידות, ואולם המשך הדיון מצריך התייחסות השוואתית לעדויות המתלוננות השונות ומקומו אך בהמשך הדברים",לא רלוונטי,לא רלוונטי,"המשפט עוסק במבנה הדיון המשפטי ובצורך בהשוואה עתידית בין העדויות, ואינו מבטא הערכה ישירה של השופט לגבי מהימנות המתלוננת."
1230768,"מכל האמור, מסקנתי היא שעדות המתלוננת מהימנה לחלוטין ויש להקנות לה משקל מירבי","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מבטא קבלה מלאה של עדות המתלוננת וקביעה כי היא מהימנה לחלוטין ובעלת משקל מרבי.
1230717," בלית כך, לא תיתכן הרשעה, אף אם תימצא גרסת המתלוננת אמיתית ובעלת משקל ממשי",לא רלוונטי,דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,"המשפט קובע כי לא ניתן להרשיע את הנאשם ללא תוספת ראייתית מספקת, גם אם עדות המתלוננת מהימנה, ולכן הוא עוסק בדחיית הרשעה בהיעדר סיוע."
1252913," התביעה ביקשה לקבל את עדותה של המתלוננת כמהימנה וכמשקפת את מה שהתרחש בחדר הטיפולים, בעוד שהסניגור טען כי גירסת המתלוננת היא בלתי סבירה ורבת סתירות (וראה גם רשימה שהגיש כחלק בלתי נפרד מסיכומיו), ולכן לא ניתן לבסס את הרשעתו של הנאשם עליה","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מתאר את טענות הצדדים (התביעה והסניגור) לגבי עדות המתלוננת ואינו מבטא את קביעתו או הערכתו של השופט עצמו.
1238661,"ואם ישאל השואל האם העמדה הראויה היא כי כל עדות קטינה בפני חוקרת ילדים אשר זוהמה, הנה בהכרח פסולה, אשיבנו כי לא בהכרח",לא רלוונטי,לא רלוונטי,המשפט מהווה דיון משפטי תיאורטי כללי לגבי קבילות עדות קטינה שזוהמה ואינו עוסק בהערכת מהימנותה של המתלוננת במקרה הנדון.
1259096,"אף מעדויות המתלוננות האחרות, לרבות התחקירנית, עולה כי מעשי הנאשם, גרמו להן נזקים נפשיים, נתנו, וימשיכו ליתן, את אותותיהם במתלוננות, עוד תקופה ממושכת",לא רלוונטי,לא רלוונטי,המשפט מתאר את הנזק הנפשי שנגרם למתלוננות כתוצאה ממעשי הנאשם ואינו עוסק בהערכת מהימנות עדותן.
1374113," ביחס לשני המפגשים בבתי המלון, יש להכריע האם קיימו השניים יחסי מין מלאים (כגרסת המתלוננת) או שמא קיימו השניים יחסי מין שאינם כוללים חדירה (כגרסת הנאשם)",לא רלוונטי,לא רלוונטי,המשפט מציג את השאלה העובדתית הטעונה הכרעה ואינו מבטא את הערכת השופט לגבי מהימנות עדותה של המתלוננת.
1561576,"אלא שבכך אין די ויש למצוא סיוע חיצוני בראיות לגרסת המתלוננת, מהימנה ככל שתהיה",אמינה בגלל חיזוק חיצוני,דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,"המשפט קובע כי לא ניתן להסתפק בעדותה היחידה של המתלוננת, אמינה ככל שתהיה, וכי נדרשת ראיית סיוע חיצונית לצורך הרשעה."
1374426," גרסת המתלוננת בעניין אופיים של המעשים המיניים הייתה עקבית, לפיה במפגש בחוף הצוק היא התנשקה עם הנאשם נשיקה מינית, אשר לוותה בליטופים, לרבות ליטופים בחזה (פרו' עמ' 50 ש' 21, הודעת המתלוננת נ/2 ש' 125), ואילו בשני המפגשים בבתי המלון קיימו יחסי מין אשר כללו חדירה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",המשפט מתאר את גרסת המתלוננת כעקבית ומציג תיאור מפורט וברור של מסכת האירועים המיניים שהתרחשו בין הצדדים.
1561688,"לעניין  גביית עדות  קטינה על ידי חוקרת ילדים והאפשרות כי תשמש ראיית סיוע עדות קטינה אחרת אשר אף היא נגבתה בידי חוקרת ילדים, אפנה לנאמר ב:",לא רלוונטי,לא רלוונטי,המשפט מהווה דיון משפטי תאורטי והפניה לפסיקה בנוגע לעדות קטינה ואינו מעריך את מהימנות המתלוננת במקרה הנדון.
1261428,"מעבר לכך ייאמר כי לו היה ממש בטענת העלילה אף הייתי מצפה כי גרסת      המתלוננת תהא מובנית, מדוקלמת ומתוכננת לפרטי פרטים","לא אמינה כי נתפסת כנקמנית, חשש להעללה או האשמת שווא","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט דוחה את טענת העלילה ומחזק את כנותה ומהימנותה של גרסת המתלוננת בכך שאינה נראית מתוכננת או מדוקלמת מראש.
1526259," עדות הקטינה הייתה מהימנה וקוהרנטית ותשובותיה לעניין כל סדר האירועים כגון מתי הטלפון שלה נשבר, מה נשמר ומדוע היו משכנעות והגיוניות מאוד (צוין כבר שניכר שהקטינה לא ביקשה להאדיר את מעשי הנאשם)","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","בית המשפט מקבל את עדות הקטינה כמהימנה בזכות תיאור מפורט, הגיוני ואותנטי של סדר האירועים והפרטים השונים."
1639468,"11 נ/9 – הנאשם אנס אותה במשך שנה וחצי (עמ' 1, שו' 4), וגם אחרי שבירת עצמות הוא אנס אותה (עמ' 1, שו' 4-5)",לא רלוונטי,לא רלוונטי,המשפט מהווה סיכום טכני של ראיה מתוך התיק ואינו כולל הערכה של בית המשפט לגבי מהימנות עדות המתלוננת.
1641770," נפסק, כי גרסת המתלוננת הייתה בעייתית ותמוהה ולא נתמכה בראיות, כך שאי אפשר לבסס עליה הרשעה פלילית","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,המשפט קובע כי לא ניתן לבסס הרשעה פלילית על גרסת המתלוננת מאחר שהיא לא נתמכה בראיות נוספות.
1639033," עדות המתלוננת היתה עקבית הן כשלעצמה, והן בהתייחס לעיקר האמור בעדויותיה במשטרה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מעריך באופן חיובי את עדות המתלוננת ומציין את עקביותה הפנימית והחיצונית כבסיס למהימנותה.
1646416,"הנה כי כן, מכל האמור, אני מוצא את גרסת המתלוננת ברורה, מפורטת וקוהרנטית, תשובותיה והסבריה משנדרשה לכך, הינם  הסברים המתיישבים עם השכל הישר ועם גרעין גרסתה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","המשפט מתאר את גרסת המתלוננת כגרסה ברורה, מפורטת וקוהרנטית המתיישבת עם השכל הישר."
1672925,"הוסיף וטען ב""כ הנאשם כי קיים פער בין גרסת המתלוננת כפי שנמסרה תחילה לחוקרת הילדים המיוחדת יפעת פולק-כהן, גרסה אשר על פי הגדרתו, היתה ""דלה"" מבחינה ראייתית, רצופה בפרטים קטועים לבין זו שנמסרה על ידי המתלוננת כעבור שנתיים ואזי אז ידעה לתאר ""מעשים באופן מדוייק ומעובה"", תוצאת ""הכתמת"" גרסתה וזיהומה, דבר אותו הוא מייחס למה שהוא מכנה ""גורמים כאלה ואחרים""",לא רלוונטי,לא רלוונטי,המשפט מציג את טענות בא כוח הנאשם ולא את קביעותיו או הערכתו של השופט עצמו לגבי מהימנות המתלוננת.
1672899,"לנוכח הגרסאות המנוגדות והסותרות לחלוטין זו את זו, גרסת המתלוננת מחד גיסא, וגרסת הנאשם מאידך גיסא, עלינו להלך בנתיב הצר של ראיות הצדדים בזהירות רבה שמא תיפול תקלה מתחת ידינו",לא רלוונטי,לא רלוונטי,המשפט אינו מבטא הערכה של השופט לגבי מהימנות עדות המתלוננת אלא עוסק בצורך בזהירות בשל הגרסאות המנוגדות.
1839016,"בסיכומי טענותיו טען ב""כ הנאשם, כי גירסת המתלוננת, כפי שהיא מובאת בכתב האישום, היא חסרת שחר",לא רלוונטי,לא רלוונטי,המשפט מתאר את טענות בא-כוח הנאשם בסיכומיו ואינו מבטא את קביעת השופט או הערכתו לגבי מהימנות המתלוננת.
1646536,"למעלה מכך, גרסת המתלוננת בעניין זה, הייתה חדה, ברורה ועקבית, לאורך כל חקירותיה ואף בעדותה בפנינו, והתנגדותה למעשי הנאשם בה, החל מהמגע הראשוני, הוכחה בפנינו","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","המשפט מתאר את גרסת המתלוננת כחדה, ברורה ועקבית לאורך כל הדרך, דבר המצביע על קבלת עדותה בשל תיאור ברור של מסכת האירועים."
6156,"הואיל ובסופו של דבר שאלת המהימנות נתונה בסופו של יום להערכת בית המשפט אומר כי לאחר צפייה ממושכת במתלוננת כפי שצולמה בתקליטורי חקירתה הובילה אותי  לאותה המסקנה, לפיה המתלוננת מסרה עדות מהימנה כפי שסברה גם חוקרת הילדים","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,השופט מקבל את עדותה של המתלוננת כמהימנה על בסיס צפייה בסרטון חקירתה ובהתאם להערכתה של חוקרת הילדים.
1839132,"כאמור לעיל, עדות המתלוננת המתייחסת ל""ארוע טבריה"" ול""ארוע החדר"" הייתה מצומצמת, למרות זאת,  ולמרות שניתן לומר כי  עדותה בעניין זה לא הייתה גדושה ומפורטת, אין לומר, שהפירוט אינו מספק תמונה על מה שאירע לה","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","בית המשפט מקבל את עדות המתלוננת וקובע כי על אף שהייתה מצומצמת, היא מספקת תמונה ברורה ומספקת של מסכת האירועים."
13493,אני סבור כי המתלוננת מסרה גירסה מהימנה,"עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",המשפט מבטא קבלה ישירה של גרסת המתלוננת כמהימנה ואמינה על ידי השופט.
25205," כבר כעת אציין כי מלבד גרעין דבריה של המתלוננת כפי שהובא בעובדות כתב האישום המתלוננת סיפרה גרסאות נוספות, ופרטים רבים נוספים שאינם  מתיישבים זה עם זה  וכי יש בהודעותיה הן בפני מר הרן והן בפני בית המשפט סתירות פנימיות רבות כפי שאפרט בהמשך","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,המשפט מצביע על סתירות פנימיות רבות וגרסאות שאינן מתיישבות זו עם זו בעדותה של המתלוננת.
38725,"המתלוננת העידה עדות כנה, אמיתית ומשכנעת","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט מתאר עדות כנה, אמיתית ומשכנעת של המתלוננת, המבטאת קבלה של עדותה בשל כנותה ומהימנותה הגבוהה."
