sentence_id,origin_sentence,category,new_category
813384,המתלוננת העידה עדות ברורה ורציפה ונראה כי השתדלה לתאר את האירוע שחוותה כהווייתו,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
798676," המתלוננת מסרה גרסה אותנטית, עקבית וקוהרנטית לאורך כל הדרך, מאז סיפרה על האירוע לחברתה א' ב' ועד למתן העדות בבית המשפט","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
828736,"יחד עם זאת, התרשמתי כי על אף ההשגחה הצמודה של המשפחה, לרבות נוכחות האחות בחקירתה של המתלוננת, המתלוננת מסרה גירסה אמיתית, תאור של האירועים שהיו, כפי שהיו","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
854710," לאחר שבחנתי שאלה זו אני סבור כי מתחייבת במקרה זה תשובה שלילית, וזאת לנוכח התיאור העובדתי הלקוני שמסרה המתלוננת לגבי האירוע","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
865451,"המתלוננת מסרה את גרסתה הראשונית המפורטת בדו""ח, לפיה הגיעה למועדון לבקר ידיד, נשארה במקום עד שתתחיל התחבורה הציבורית ואז ניצל הנאשם את עובדת המצאם לבדם במקום",לא רלוונטי,לא רלוונטי
830317,"משהעידה הקטינה עדות מלאה, ומשהוגשו הקלטת ותמליליה המתעדים את מהלך חקירתה בפני חוקרת הילדים, הרי גם אם קיבלנו את חוות דעתה כראיה, עדיין, אין אנו נזקקים להתרשמותה המהווה עדות סברה מכלי שני, אלא יש באפשרותינו לקבוע את מהימנותה על פי התרשמותינו אנו לנוכח עדותה בפנינו ולהסתייע במידת הצורך בתיעוד החקירה בקלטת שהוגשה",אמינה בגלל חיזוק חיצוני,לא רלוונטי
885419,"המתלוננת מסרה תיאור מדוייק של מעשי הנאשם, ולא ניסתה לייחס לו, מעשים חמורים יותר, ואף לא חששה להודות, שבעקבות האירוע הראשון, עדיין, לא חשדה בכוונות בלתי כשרות של הנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
891723,"לא רק שמתלוננת זו מסרה גירסאות שונות לגבי מועד האירוע הנטען השני   (נשוא אישום 2), אלא שגם לגבי האירוע הנטען השלישי (נשוא אישום 3) יש אי דיוק בתאריכים הנטענים","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
932392,09 שעה 8:35 (נ/2) מסרה המתלוננת גרסה מלאה בנוגע לשלושת האירועים המתוארים בכתב האישום,לא רלוונטי,לא רלוונטי
936332,"1 המתלוננת מסרה עדות ארוכה, נרחבת, מפורטת וברורה, אודות מסכת האירועים הרלבנטית","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
891744,כל התיאור המתייחס לפעולת האוננות של הנאשם (נשוא האישום השני) שעליה העידה המתלוננת הוא מפוקפק ביותר,"עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",לא רלוונטי
944994,"באשר לטענה כי המתלוננת נלקחה בכוח מצומת כסייפה, מסרה המתלוננת שלוש גרסאות שונות, דבר המעורר תמיהות גדולות ואינו מתקבל על ההיגיון, שכן אם המתלוננת דוברת אמת, לא יתכן שתספר את אותו סיפור מעשה בצורה שונה לגמרי, וכשעומתה המתלוננת בחקירתה הנגדית מיום 23","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
945217, המתלוננת מסרה גרסאות סותרות עת תיארה את מהלכיו של נאשם 2 בעניין השלשלאות אליהן הייתה קשורה,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
945554," המתלוננת מסרה תיאור מפורט, עקבי ומהימן על שני אירועי אונס שביצע בה הנאשם 4, בעודה קשורה בשרשראות במערה, הן באמרותיה במשטרה, והן בעדויותיה בבית המשפט","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
964923," נוכחתי כי הדברים כפי שהוצגו בפני המתלוננת היו מטעים שעה שהמתלוננת מסרה גרסה זהה בנדון במשטרה (גם אם לא בהודעה הראשונה אליה הפנה ב""כ הנאשם)","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
968217,"בעדותה, מסרה המתלוננת גרסה שלימה, עקבית והגיונית של השתלשלות האירועים נשוא כתב האישום","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
968426,"ואולם, במקרה דנן, המתלוננת בהודעתה, כאשר תיארה את מעשה האינוס שביצע בה הנאשם 1, לא הסתפקה באיזכור המילה ""חדר"" בלבד, אלא מסרה תיאור מילולי מלא ומדויק של מעשה האונס, והשתמשה במילים מפורשות וחד משמעיות","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
968917,"באשר לנושא הגרירה, אשר לא הוזכר על ידי המתלוננת בחקירתה הראשונה אלא רק בשיחזור ובחקירתה המשלימה, העדה הסבירה כי המדובר בחסר בתיאור הראשון שמסרה המתלוננת וכי היא אינה מגדירה זאת כסתירה","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
1019952," טוענת ב""כ הנאשם בסיכומיה, כי המתלוננת מסרה בהודעתה באשר לאיומי הנאשם במהלך העימות (נ/3), גרסה שונה מזו שהונצחה בתמליל (ת/5ג' ; ת/3)",לא רלוונטי,לא רלוונטי
1057742," המתלוננת העידה עדות ברורה, קוהרנטית ועקבית לאורך כל הדרך, שאותות האמת ניכרו בה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
996872,"אינני מתעלם משלוש ""מהמורות"" מרכזיות הנוגעות לעדותה של א': ראשית, המתלוננת מסרה את גרסתה הראשונה (לחוקרי המשטרה) במהלך חודש 3/2016, בגין אירועים שהתרחשו במהלך שנת 2012","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
1075672, אירוע זה לא נזכר באמרותיה במשטרה; המתלוננת מסרה תיאורים מעט שונים באשר לאירוע בו חנק אותה הנאשם,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
1099102," התוצאה המצטברת מהאמור לעיל הנה כי המתלוננת מסרה עדות ""חיה"", מלאת פרטים ואותנטית, אשר סימני האמת נכרו בה לאורך כך הדרך","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
1137465,"זאת ועוד, אם אמרה המתלוננת, שעם בואו של הנאשם פתחה היא קצת הדלת ונאמר לו לחכות רגע, הרי שמצינו כי המתלוננת סיפרה לניסים גירסה אחרת לפיה מייד עם היכנסו של הנאשם, החל להתעסק עימה (ראה עדות ניסים חנ/3, עמ' 1 סיפא ועמ' 2 רישא)","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
1122594," התיאורים שמסרה הקטינה בחקירתה היו מלאי חיות, היא תיארה ריחות ותחושות, מחשבות ומאווים","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
1159257,"בהמשך, השיבה בשלילה למספר שאלות שנשאלה, שנועדו לבחון גרסאות שונות שמסרה המתלוננת מחשיפת האירוע ואילך",לא רלוונטי,לא רלוונטי
1230720,"הערכת עדות המתלוננת: לדעתי, הקטינה- המתלוננת מסרה בפני חוקרת הילדים עדות אמת מובהקת, דבריה מהימנים ונכונים וסבורני שהם משקפים את אשר חוותה ואת המעשים שביצע הנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים
1164888," ודוק: במשטרה כמה שעות אחרי הארוע מסרה המתלוננת את גירסתה הספונטנית והראשונה לפיה הנגיעות היו תוך כדי נסיעה,  דבר שניסתה לתקן בחקירתה הראשית, לאחר שהיה סיפק בידה להתכונן לחקירה","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
1160023,"הדבר עשוי להסביר אף את הפער בין הגרסה הראשונית שמסרה המתלוננת לאירועים, ואשר היא הגרסה שחשפה בפני בני משפחתה, כעולה, בין השאר, גם מעדות האם, לפיה הנאשם ""הציץ"" לה ו""נגע לה בפרטיות"", לבין הגרסה שחשפה לראשונה בפני חוקרת הילדים, שכללה נגיעה באיבר המין, החדרת אצבע לאיבר מינה ושכיבת הנאשם עליה","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
1238790, חיזוק לקושי לקבל כממצא את דברי הקטינה מצוי באמרות נוספות שמסרה לחוקרת הילדים,אמינה בגלל חיזוק חיצוני,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים
1326825," ועוד אזכיר, שהמתלוננת מסרה גרסה ראשונית עם בוא השוטרים לחדרה, וזו נרשמה במזכרו של מוטי חרוץ (ת/4); היא מסרה הודעה ראשונה במשטרה; ולמחרת מסרה אימרה שניה; ואחר-כך העידה - כמובן - בעדות ראשית ובחקירה נגדית",אמינה בגלל חיזוק חיצוני,לא רלוונטי
1426836, הוא הדין בגרסה הספונטאנית שמסרה המתלוננת לשוטרת ליטל עייש (ת/21) והאמרות של המתלוננת לארבעת הבחורים שהגיעו במקרה למקום,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
1544592," גם המתלוננת בעדותה מסרה גירסה דומה בענין זה (פרו', עמ' 30)",לא רלוונטי,לא רלוונטי
1656668,"המתלוננת מסרה גרסה אמינה, סדורה ולא מוגזמת, אשר חוזרת על עצמה במדוייק בכל חקירה ללא ניסיון מצד המתלוננת להתיישר עם שאלות שנשאלה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
1331412," בפנינו אפוא עדות ברורה כי המתלוננת סיפרה לחברתה, זמן לא מבוטל לפני חשיפת הדברים, על הפגיעה שהיא עברה מהנאשם",אמינה בגלל חיזוק חיצוני,לא רלוונטי
1673209,"לשיטת ב""כ המאשימה, מאחר והמתלוננת בגירה בעת מתן עדותה והעידה עדות מלאה ומשנגבתה ממנה הודעה נוספת במשטרה במועד מאוחר יותר על ידי חוקרת משטרה ""רגילה"" ומשקלטת חקירת הילדים הוגשה לבית המשפט, ובית המשפט יכול היה להתרשם מהמתלוננת ומדבריה ""דאז"" אין מקום להידרש להערכת מהימנות של חוקרת הילדים","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
1673307,"על כן, לנוכח העובדה שהמתלוננת העידה עדות מלאה בפנינו, הן בחקירה ראשית והן בחקירה נגדית, יכולנו להתרשם מעדותה באופן בלתי אמצעי",לא רלוונטי,לא רלוונטי
1689040," בראש ובראשונה מתייחסים דברי אלה למתלוננת עצמה, אשר מסרה עדות רצופה, מפורטת ושוטפת, בה שמרה על דיוק מרבי בדבריה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
1693302," התיאור הסתמי והדל שמסרה המתלוננת לגבי הנאשם שביצע בה את מעשי האינוס הראשונים, הסתכם בהיותו יוצא אפריקה בלבד","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
1754484, ודוק: המתלוננת העידה בבית המשפט עדות מהימנה על מה שעשה לה הנאשם,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
29373,"  עדותה של המתלוננת הותירה עלינו רושם אמין ביותר, וניכר היה מדבריה, מהתנהגותה ומתגובותיה, כי היא דוברת אמת","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
9526,"התרשמתי כי עדותה של המתלוננת עדוּת אמת היא, וכי תיארה כהווייתם וּללא כָּחָל וְסָרָק את היחסים הבעייתיים עם הנאשם, על עליותיהם וּמוֹרדותיהם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
85438, עדותה של המתלוננת י,לא רלוונטי,לא רלוונטי
53936,"כידוע, עדותה של המתלוננת, שזכתה לאמוננו, אינה טעונה סיוע או אף חיזוק, לפי מצוות המחוקק, כדי לבסס עליה הרשעה ( של  [נוסח חדש] תשל""א -1971, בכפוף לפירוט של טעמי ההסתפקות בעדות יחידה זו)","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
16774, בכך יש חיזוק לעדותה של המתלוננת כי בדתה את הגרסה המזכה כדי לרצות את דודתה,אמינה בגלל חיזוק חיצוני,לא רלוונטי
111190," על כן, נבהיר גם כאן, כי עדותה של המתלוננת עשתה עלינו רושם אמין מאד וקיבלנו אותה במלואה, תוך דחיית גרסתו של הנאשם, אשר עדותו הותירה בנו רושם עגום, בלשון המעטה; וכי לא מצאנו להתייחס לטענות אלו שוב במסגרת גזר הדין, כך שנתייחס להלן רק לטענות שיש בהן רלוונטיות לעניין העונש",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו
190197, עד לשלב זה עדותה של המתלוננת הופסקה מספר רב של פעמים כדי לאפשר לה להירגע,לא רלוונטי,לא רלוונטי
117063,"מחד גיסא, גרסתה של המתלוננת רצופה תמיהות וכשלים לוגיים להם לא ניתן מענה מניח את הדעת","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
191034, עדותה של המתלוננת באופן כללי הותירה רושם אמין,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
212132,"כבר עתה יאמר, כי עדותה של המתלוננת, הותירה רושם אמין, כן ומשכנע","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
212906,"עדותה של המתלוננת כי ניסתה למנוע מהנאשם לגעת בה, וזה פגע בפניה, משך את אוזנה ושערה, ועיקם את ידה כתגובה לכך, הותירה רושם מהימן","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
232215," באשר לאירועים בדירה, עדותה של המתלוננת ניתנה בצורה שוטפת ומפורטת והותירה רושם מהימן","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
276528,"8המסקנה היא, אפוא, כי העדות של המתלונן עברה את המבחן השלישי לפי פסק די ברדה",לא רלוונטי,לא רלוונטי
279084,"10, הודיעו הצדדים בפני על הסכמה דיונית לפיה עדותה של המתלוננת תהווה עדותה הראשית ושהיא תחקר בפני בחקירה נגדית",לא רלוונטי,לא רלוונטי
288981," עדותה של המתלוננת הותירה אפוא רושם מהימן למדי, ולא נמצאו בה סתירות של ממש","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
277250,גירסתה של המתלוננת לפיה ביקור זה כמו כל שאר הביקורים בביתה אירעו במהלך שעות העבודה מעלות תהיות רבות,"עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
280350,"גם תיאורה של הקטינה את הנגיעה, אינו מעלה קונוטציה מינית",לא רלוונטי,לא רלוונטי
291367," כפי שצוין מעלה שוב ושוב, עדותה של המתלוננת מעל דוכן העדים הותירה רושם מהימן, של מי שמתארת את הדברים מתוך כאב אמיתי, לאחר שחוותה את הדברים, והעדות נתמכת בראיות למכביר – הן של עדים והן ראיות חפציות",אמינה בגלל חיזוק חיצוני,"קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
376981,"עדותה של המתלוננת יוצרת לטעמי תמונה ברורה וחד משמעית, שאינה מותירה מקום לספק בדבר אשמת הנאשם, כאשר אין בתשובותיו ובהסבריו כדי להתמודד עמה בהצלחה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
365138,"לכך יש להוסיף, כי עדותו של המתלונן בפנינו היתה כאמור מפורטת מאוד, הכילה תיאורים רבים והיתה בעלת גרעין קוהרנטי ובלתי מעורער, אף לנוכח החקירות הרבות והממושכות אותן עבר בהקשר זה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
372353,"גירסתה של המתלוננת, נותנת גם את ההסבר הטרביאלי לכעסיו של הנאשם לסירוביה להתרצות לו, לאיומיו על המתלוננת ולדחיפתו אותה מהאוטובוס ונפילתה, לאחר שסרבה לנשקו נשיקת פרידה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
382840,"  המאשימה סבורה גם כי עדותה של המתלוננת בבית המשפט, אף כי היתה קטועה ורצופת שתיקות, הותירה רושם מהימן","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
415187,עדותה של המתלוננת הותירה בנו רושם אמין ומהימן ביותר,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
394308,"1) רושם קשה הותירה עדותה של המתלוננת בשאלה אם הנאשם נישק אותה, או רק ניסה לנשקה","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
435236,"עדותה של המתלוננת הותירה עלי רושם אמין, וניכר היה כי היא מתארת את הארועים כשחוותה כהוייתם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
466435,עדותה של המתלוננת מקבלת חיזוק נוסף מהודאתו של דניס לפני בוריס סיפר לו על כך שהוא קיים איתה מין אוראלי וכן מהודאות שני הנאשמים שהם חזרו ואיימו עליה שהם יספרו לכל העיר שהיא זונה,אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
467027,"עדותה של המתלוננת בביהמ""ש לוותה בבכי ובמצוקה כאשר תיארה את מעשיו הקשים של הנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
479637,"עדותה של המתלוננת יוצרת לטעמי תמונה ברורה וחד משמעית שאינה מותירה מקום לספק בדבר מעשיו של הנאשם במקום, כאשר אין בתשובותיו ובהסבריו כדי להתמודד עמה בהצלחה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
477319,"יתר על כן, עדותה של המתלוננת מכילה היא סתירות רבות וגרסתה מופרכת היא, כך הדבר על-פי טיעוניו של ב""כ הנאשם","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
471988,"עדותה של המתלוננת הותירה רושם מהימן, וניכר כי היא חוותה את האירועים שהעידה עליהם ותיארה את ההתרחשויות כהווייתן","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
483866, עדותה של המתלוננת הותירה רושם אמין של אדם מאופק ומיושב בדעתו,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
486179," לאחר עיון בתמלילי חקירתו של המתלונן א' (ת/9), וצפייה בדיסק המתעד את החקירה (ת/9א ו-ת/9ב), הותירה בי עדותו של מתלונן א' רושם חיובי",לא רלוונטי,"קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
553767,של איבר מאיברי הגוף או של חפץ כלשהו לאיבר מינה של אישה,לא רלוונטי,לא רלוונטי
486690,"ראשית, עדותו של מתלונן ג' בפני חוקר הילדים הותירה רושם חיובי","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים
542074,"המסקנה היא, איפוא, כי העדות של המתלוננת עברה את המבחן השלישי לפי פסק דין ברדה",לא רלוונטי,לא רלוונטי
589095,דיון ומסקנות: עדותה של המתלוננת הותירה בי רושם מהימן ביותר,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
594144,"עדותה של מתלוננת 1, הותירה רושם בעייתי במבחן ההתרשמות הכללית","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",לא רלוונטי
605769,עדותה של המתלוננת עשתה רושם אמין על בית המשפט,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
582459," בהקשר זה, מעלה גרסתה של המתלוננת בפניי אבו ספק ממשי, המעוגן בראיות, בשאלת מהימנותה של המתלוננת","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",לא רלוונטי
603495,"בית המשפט המחוזי זיכה את הנאשם ופסק: ליבת גרסתה של המתלוננת, המתארת את מעשיו המיניים של הנאשם כלפיה – רצופה באותות אמת והיא מהימנה ואמינה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
818425,"עיקרי טענות הנאשם בסיכומיו מנגד, טען הנאשם כי גרסתה של המתלוננת רצופה סתירות מהותיות ומדובר בעדות שלא ניתן אף לפלגה, ולא ניתן לאמץ חלקים ממנה תוך דחיית החלקים הבלתי הגיוניים ובלתי אמיתיים בעליל","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
744887," עד כאן גירסתה של המתלוננת, הכוללת כאמור שלושה רבדים: הרקע המשפחתי ויחסיה עם הנאשם לאורך השנים; תקופת האירוח של הנאשם בדירת המשפחה, המוכחשת על-ידו מכֹּל וכֹל; ואירועי יום 26",לא רלוונטי,לא רלוונטי
637094,"זאת ועוד,חרף התרשמותו החיובית של חוקר הנוער מעדותה של הילד לפניו,עדותה של המתלוננת לפני, לא הותירה עלי רושם יותר מהימן מאשר הותירה עלי עדותו של הנאשם לפני","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",לא רלוונטי
826709,"בעדותו הנ""ל במשטרה, אישר הנאשם, שהוא ראה את מובארק כנעני, נוגע בחזה של המתלוננת, אבל הוא הכחיש את כל גירסתה של המתלוננת, שייחסה לו מעשים מיניים בגופה",לא רלוונטי,לא רלוונטי
830506,עדותה של המתלוננת כללה פרטים רבים ולוותה בתיאור מפורט של תחושותיה ורגשותיה בעת ולאחר ביצוע המעשים הנדונים,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
854392,"גם עדותו של המתלונן בפנינו, הותירה רושם אמין","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
856375," עדותה של המתלוננת יוצרת לטעמי תמונה ברורה וחד משמעית, שאינה מותירה מקום לספק בדבר אשמת הנאשם, כאשר אין בתשובותיו ובהסבריו כדי להתמודד ולו עם מקצת הדברים","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
917241,"תיאורה של המתלוננת הולם את הדימוי המקראי של האנס, כפי שמופיע במקרה (""דברים"", כ""ב, כה""- כ""ז), שמדמה את האנס ומשווה אותו לרוצח נפש: ""כי כאשר יקום איש על רעהו ורצחו נפש כן הדבר הזה",לא רלוונטי,לא רלוונטי
1016297,"ראיות בני משפחתה הקרובה כמו גם עדותה של המתלוננת, בנסיבות העניין מחייבות בחינה זהירה וקפדנית ביותר",אמינה בגלל חיזוק חיצוני,לא רלוונטי
1056444," הרושם העיקרי שהותירה עדותו של המתלונן הייתה כאשר סיפר על האירועים בחו""ל",לא רלוונטי,לא רלוונטי
1219600,"עדותו של מתלונן 5 אינה מגבשת ממצא עובדתי ברור ומוחלט באשר למספר הפעמים בגדרן ביצע בו הנאשם את המעשים דנן, לרבות מועדם","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",לא רלוונטי
